nome_empresa,website,telefone,endereco,rating,reviews,source,segmento,cidade,estado,email,v2_score,predicted_score,enrichment_status,decision_makers_apollo,apollo_emails,decision_makers,decision_makers_emails
Logistock - Logística & Serviços LTDA,http://www.logistock.log.br/,+55 41 3382-9070,"R. Salomão Miguel Nasser, 1100 - Guatupê, São José dos Pinhais - PR, 83060-230, Brazil",4.4,50.0,Google Places Advanced,,,,,,,,,,,
Loglife Logística - Unidade Campinas,http://loglifelogistica.com.br/,,"R. José Paulino, 1542 - Sala 08 - Centro, Campinas - SP, 13013-001, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Logmed,,,"Av. Laurício Pedro Rasmussen, 511 - Vila Santa Isabel, Goiânia - GO, 74633-420, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Logmed Armazenagem e Logística,http://www.logmed.net/,+55 16 3329-3225,"R. Farjala Moisés, 335 - Parque Res. Candido Portinari, Ribeirão Preto - SP, 14093-524, Brazil",4.5,11.0,Google Places Advanced,,,,,,,,,,,
Logístick - Sistema para controle de locações,https://www.logistick.com.br/,+55 48 3065-0993,"R. Jaborandi, 621 - Casa 3 - Campeche, Florianópolis - SC, 88065-035, Brazil",4.3,3.0,Google Places Advanced,,,,,,,,,,,
Loja da Cama Hospitalar,http://www.lojadacama.com.br/,+55 21 99471-0321,"R. das Laranjeiras, 58 - lj B - Laranjeiras, Rio de Janeiro - RJ, 22240-000, Brazil",5.0,32.0,Google Places Advanced,,,,,,,,,,,
Lojão das Clínicas Produtos Médicos e Hospitalares - Casa Amarela,http://redelojaodasclinicas.com.br/casa-amarela,+55 81 3221-0662,"R. Padre Lemos, 768 - Casa Amarela, Recife - PE, 52070-200, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
Lojão das Clínicas Produtos Médicos e Hospitalares - Olinda,http://redelojaodasclinicas.com.br/olinda,+55 81 3221-0662,"Av. Pres. Getúlio Vargas, 1009 - Bairro Novo, Olinda - PE, 53030-010, Brazil",4.2,40.0,Google Places Advanced,,,,,,,,,,,
Lojão das Clínicas Produtos Médicos e Hospitalares - Recife,https://redelojaodasclinicas.com.br/,+55 81 3221-0662,"R. das Creoulas, 322 - Loja 4 - sala 7 - Graças, Recife - PE, 52011-270, Brazil",4.8,18.0,Google Places Advanced,,,,,,,,,,,
Lojão das Clínicas Produtos Médicos e Hospitalares - São Paulo,http://lojaodasclinicassp.com.br/,+55 11 3673-3561,"Rua Heitor Penteado, 1616 Próximo ao metro Vila Madalena - Vagas Exclusivas para clientes - Sumarezinho, São Paulo - SP, 05438-200, Brazil",4.9,110.0,Google Places Advanced,,,,,,,,,,,
Lopes Vieira Laboratório de Prótese Odontologia,,+55 31 3201-0780,"Rua dos Guajajaras, 1765 - Barro Preto, Belo Horizonte - MG, 30140-062, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Lucia Protese Capilar,http://luciaprotesecapilar.com.br/,+55 61 99913-5450,"SRTVS Quadra 701 Edifício Centro Multi Empresarial Bloco O Entrada B Sala 772 - Asa Sul, Brasília - DF, 70330-730, Brazil",3.9,34.0,Google Places Advanced,,,,,,,,,,,
Lumar Móveis Hospitalares,https://www.lojalumarhospitalar.com.br/,+55 16 3615-8798,"R. Ângelo Miessa, 276/286 - Parque Industrial Tanquinho, Ribeirão Preto - SP, 14075-710, Brazil",,,Google Places Advanced,,,,,,,,,,,
Lumed Produtos Médicos,,+55 71 3321-8872,"R. da Mouraria, 21 - Nazaré, Salvador - BA, 40040-090, Brazil",4.1,10.0,Google Places Advanced,,,,,,,,,,,
Lumiar Healthcare Brasília,https://portal.lumiarsaude.com.br/unidades/brasilia-df/,+55 800 080 0005,"SHCS CLS 216 Loja 28 - Asa Sul, Brasília - DF, 70295-520, Brazil",4.4,64.0,Google Places Advanced,,,,,,,,,,,
Lumiar Healthcare Goiânia,https://portal.lumiarsaude.com.br/unidades/goiania-go/,+55 62 99106-3575,"Av. T-2, 3556 - Quadra 07 Lotes 05/06 - Sol Nascente, Goiânia - GO, 74410-200, Brazil",3.7,43.0,Google Places Advanced,,,,,,,,,,,
Lumiar Healthcare Jacarepaguá/ Base Logística,https://portal.lumiarsaude.com.br/unidades/rio-de-janeiro-rj/,+55 21 3796-5232,"Estr. dos Três Rios, 1763 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22750-008, Brazil",2.6,5.0,Google Places Advanced,,,,,,,,,,,
Lumiar Healthcare Salvador,https://portal.lumiarsaude.com.br/unidades/salvador-ba/,+55 800 080 0005,"Rua Altino Serbeto de Barros, 241 801 - Edifício Itaigara Memorial - Pituba, Salvador - BA, 41830-492, Brazil",5.0,92.0,Google Places Advanced,,,,,,,,,,,
Lumiar Healthcare Vitória,https://portal.lumiarsaude.com.br/unidades/vitoria-es/,+55 27 98171-5482,"Av. Leitão da Silva, 1272 - Santa Lucia, Vitória - ES, 29056-184, Brazil",4.5,27.0,Google Places Advanced,,,,,,,,,,,
Lumix Healthcare,https://lumixhealthcare.com.br/,+55 41 3274-3274,"R. Gen. Mário Tourinho, 1805 - sala 1207 - Seminário, Curitiba - PR, 80740-000, Brazil",5.0,9.0,Google Places Advanced,,,,,,,,,,,
Lundbeck Brasil,http://www.lundbeck.com/br,+55 21 3873-3000,"Av. José Silva de Azevedo Neto, 400 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-057, Brazil",3.6,8.0,Google Places Advanced,,,,,,,,,,,
Líder Ortopedia | Palmilha Ortopédica | Prótese Ortopédica | Loja de Produtos Ortopédicos em Goiânia,https://entra.la/lider-ortopedia,+55 62 3224-0977,"Av. T-7, 62 - Qd. 30 Lt. 02 - St. Oeste, Goiânia - GO, 74140-110, Brazil",5.0,45.0,Google Places Advanced,,,,,,,,,,,
M e M Cirúrgica,http://www.memcirurgica.com.br/,+55 11 5539-7557,"R. Prof. Gustavo Pires de Andrade, 869 - Parque da Vila Prudente, São Paulo - SP, 03140-010, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
M2Farma - Soluções para Farmácias,http://www.m2farma.com/,+55 48 3733-7690,"Rodovia José Carlos Daux 4150 Salas 1 e 2 - Saco Grande, Florianópolis - SC, 88032-005, Brazil",4.4,54.0,Google Places Advanced,,,,,,,,,,,
MA Hospitalar,http://www.mahospitalar.com.br/,+55 51 3029-8385,"R. Maestro Mendanha, 102 - Santana, Porto Alegre - RS, 90620-160, Brazil",3.7,6.0,Google Places Advanced,,,,,,,,,,,
MA Implantodontia - Prof. Dr. Marco Aurélio - Implante de Dente em Curitiba,https://www.maimplantodontia.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4072725795593929237,+55 41 3323-6966,"R. Buenos Aires, 1005 - Batel, Curitiba - PR, 80250-070, Brazil",5.0,67.0,Google Places Advanced,,,,,,,,,,,
MA LAB PREMIUM LABORATÓRIO DE PRÓTESE DENTLA,https://matheus-alvarenga.wixsite.com/website,+55 62 99259-8523,"R. 132 - St. Sul, Goiânia - GO, 74210-200, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MAARTEC Instrumental Cirúrgico,,+55 81 2011-3313,"Rua Um, Loteamento Canoas 26 - Tv. Segunda Mgs, 6 - Nossa Sra. do O, Ipojuca - PE, 55590-000, Brazil",4.9,7.0,Google Places Advanced,,,,,,,,,,,
MACRODENTAL,https://dentalmacro.com.br/,+55 51 3388-3309,"R. Mal. Floriano Peixoto, 91 - 618 - Centro Histórico, Porto Alegre - RS, 90020-061, Brazil",4.8,26.0,Google Places Advanced,,,,,,,,,,,
MAIS APOIO FARMA - BOA FARMA GARIBALDI,,+55 71 98686-1010,"AVENIDA REITOR MIGUEL CALMON, 381, LOJA B563 - Canela, Salvador - BA, 40110-100, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
MAIS MEDICAL DISTRIBUIDORA HOSPITALAR,,+55 62 3015-8441,"Av. T-9, 1979 - QD-552 LT-18 - Jardim América, Goiânia - GO, 74255-220, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MANIM DISTRIBUIDORA DE MEDICAMENTOS,http://www.manim.com.br/,+55 16 98203-9678,"R. Barretos, 721 - Jardim Independência, Ribeirão Preto - SP, 14075-240, Brazil",,,Google Places Advanced,,,,,,,,,,,
MAR IMPLANTES,,+55 48 99831-1535,"Av. Pref. Osmar Cunha, 183 - Bloco A, Sala 104 - Centro, Florianópolis - SC, 88015-100, Brazil",,,Google Places Advanced,,,,,,,,,,,
MB Osteos,http://mbsp.com.br/,+55 11 3386-2525,"R. Arizona, 1426 - Cidade Monções, São Paulo - SP, 04567-003, Brazil",4.7,11.0,Google Places Advanced,,,,,,,,,,,
MBC Cirurgica,http://www.mbccirurgica.com.br/,+55 19 3232-9199,"Quase esquina c/ Coronel Quirino - R. Ferreira Penteado, 1513 - Cambuí, Campinas - SP, 13025-357, Brazil",4.9,402.0,Google Places Advanced,,,,,,,,,,,
MCA Hospitalar,https://mcahospitalar.com.br/,+55 48 3258-8227,"R. Jurerê, 100 - Bela Vista, São José - SC, 88110-770, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MDL EXPRESS LTDA,http://logisticamdl.com.br/,+55 21 99032-9842,"Rua Conde de Bonfim, 229 - Tijuca, Rio de Janeiro - RJ, 20530-002, Brazil",4.8,1349.0,Google Places Advanced,,,,,,,,,,,
MDS Cloud Solutions,http://mdscloud.com.br/,+55 11 2577-7899,"R. Pereira Estéfano, 114 - sala 308 - Vila da Saúde, São Paulo - SP, 04144-070, Brazil",5.0,6.0,Google Places Advanced,,,,,,,,,,,
MED Industria Farmaceutica e Alim.,,+55 62 3085-1111,"Rua 9, Quadra 30, Lotes 5 a 9, s/n - Polo Empresarial de Goiás, Aparecida de Goiânia - GO, 74985-130, Brazil",4.2,13.0,Google Places Advanced,,,,,,,,,,,
MEDCARE EQUIPAMENTOS PARA BIOMEDICINA LTDA EPP,,,"RUA EDUARDO JOSE DOS SANTOS -room1001/1002 - 1003 - 147 - Rio Vermelho, Salvador - BA, 41940-455, Brazil",,,Google Places Advanced,,,,,,,,,,,
MEDE Instrumentos de Medição,http://www.medeinstrumentos.com.br/,+55 47 3465-0326,"R. Bahia, 54 - Anita Garibaldi, Joinville - SC, 89203-580, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MEDH Distribuidora de Medicamentos LTDA - EPP,http://www.medhdistribuidora.com.br/,+55 31 3547-3577,"R. Niágara, 1076 - Jardim Canada, Nova Lima - MG, 34000-000, Brazil",4.3,6.0,Google Places Advanced,,,,,,,,,,,
MEDICAL 7 COMÉRCIO DE MATERIAIS HOSPITALARES,,+55 71 3052-8690,"AV LUIS VIANA FILHO, Nº13223 - HANGAR BUSINESS PARK, HANGAR 1, SALA 206 - São Cristóvão, Salvador - BA, 41500-300, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MEDLOG Comercio de Produtos Médicos Ltda,,+55 51 3085-2485,"Torre B - Av. Assis Brasil, 4550 - Sala 706 - São Sebastião, Porto Alegre - RS, 91110-000, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
MEDNOX INSTRUMENTOS CIRÚRGICOS,,+55 41 3732-3527,"R. Rio Madeira, 231 - Weissópolis, Pinhais - PR, 83322-340, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
MEDSIL INDUSTRIA E COMÉRCIO DE PRODUTOS MÉDICOS LTDA,http://www.medsil.com.br/,+55 11 2659-3139,"R. Otávio Passos, 17 - Vila Gomes, São Paulo - SP, 05590-190, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MEDhCIR,http://www.medhcir.com.br/,+55 48 3029-3131,"R. Domingos André Zanini, 277 - Sala 1212 - Campinas, São José - SC, 88117-200, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
MG Implantes,http://www.mgimplantes.com.br,+55 31 2531-7715,"Av. do Contorno, 2798 - Santa Efigênia, Belo Horizonte - MG, 30110-014, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
MGR Distribuidora de Medicamentos,https://www.mgrmedd.com.br/,+55 11 93458-6135,"R. Guaicurus, 375 - Água Branca, São Paulo - SP, 05033-000, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
MILESKI INDÚSTRIA DE AVENTAIS E CAMPOS DESCARTÁVEIS BRASILIA-DF,https://www.mileski.com.br/shop,+55 61 99203-7437,"SCSV - SETOR DE OFICINAS LESTE QUADRA 01 CONJUNTO 03 LOTE , 14 - CIDADE ESTRUTURAL, Brasília - DF, 71262-115, Brazil",4.7,18.0,Google Places Advanced,,,,,,,,,,,
MLC Logística,http://www.mlclogistica.com.br/,+55 47 3842-1135,"R. Dona Francisca, 7796 - Galpão 2 - Zona Industrial Norte, Joinville - SC, 89219-600, Brazil",4.4,36.0,Google Places Advanced,,,,,,,,,,,
MMC LOG TRANSPORTE & LOGÍSTICA LTDA.,http://mmclogtransportes.com.br/,+55 21 97241-9835,"R. Fernandes da Cunha, 133 - Vigário Geral, Rio de Janeiro - RJ, 21241-300, Brazil",3.9,18.0,Google Places Advanced,,,,,,,,,,,
MMC Soluções em Logística,https://www.mmclog.com.br/,,"AV OL 1A - C, 75 - ARMZ C 5 BLOCO - Parque Duque, Duque de Caxias - RJ, 25085-380, Brazil",5.0,17.0,Google Places Advanced,,,,,,,,,,,
MOPE - URGÊNCIA ODONTOLÓGICA EM SALVADOR,http://clinicamope.com/,+55 71 98182-3931,"Wall Street, Torre West - Av. Luís Viana Filho, 6462 - Sala 0228 - Paralela, Salvador - BA, 41730-101, Brazil",4.8,52.0,Google Places Advanced,,,,,,,,,,,
MPolachini Odonto,http://mpolachini.com/,+55 11 3467-9419,"R. Voluntários da Pátria, 560 - 1º andar sala 101 - Santana, São Paulo - SP, 02010-000, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
MR Pharma,http://www.mrpharma.ind.br/,+55 800 021 0809,"Rua Eliseu Visconti, 5 - Catumbi, Rio de Janeiro - RJ, 20251-250, Brazil",3.7,6.0,Google Places Advanced,,,,,,,,,,,
MR SERVIÇOS E LOCAÇÃO DE PRODUTOS HOSPITALARES,,+55 27 99631-3551,"R. Hermes Curry Carneiro, 535 - Monte Belo, Vitória - ES, 29053-221, Brazil",4.8,29.0,Google Places Advanced,,,,,,,,,,,
MRC Hospitalar Ind e Com de Moveis Hospitalares Ltda,https://mrchospitalar.com.br/,+55 47 3288-4746,"R. Godofredo Rangel, 71 - Fidélis, Blumenau - SC, 89060-170, Brazil",4.8,13.0,Google Places Advanced,,,,,,,,,,,
MS Laboratório Digital,https://www.instagram.com/mslabdigital_/,+55 19 99289-5893,"R. Iacanga, 1267 - sala 1 - Vila Molon, Americana - SP, 13468-590, Brazil",5.0,39.0,Google Places Advanced,,,,,,,,,,,
MS Ortopedia,https://msortopedia.com.br/,+55 41 3024-5204,"Rua Dr. Reynaldo Machado, 1389 - Prado Velho, Curitiba - PR, 80215-010, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
MSA HOSPITALAR,http://www.msahospitalar.com.br/,+55 71 99170-9032,"radio metrópole - R. Lamarão, 334 - proximos a - Pernambués, Salvador - BA, 41100-086, Brazil",4.8,19.0,Google Places Advanced,,,,,,,,,,,
MSC MED,http://www.mscmed.com.br/,+55 48 3236-7401,"SC-401, km 01, 600, Ed. CELTA - João Paulo, Florianópolis - SC, 88030-000, Brazil",5.0,10.0,Google Places Advanced,,,,,,,,,,,
MSI Tecnologia,http://www.msitecnologia.com.br/,+55 48 3248-1878,"R. Prof. Barreiros Filho, 132 - Estreito, Florianópolis - SC, 88070-350, Brazil",4.7,38.0,Google Places Advanced,,,,,,,,,,,
MSP Log | Despacho Aduaneiro & Logística Internacional,https://msplog.com/,+55 21 2223-1776,"R. Sacadura Cabral, 81 - grupo 802 - Saúde, Rio de Janeiro - RJ, 20081-261, Brazil",5.0,21.0,Google Places Advanced,,,,,,,,,,,
MULT HOSP SOLUCOES HOSPITALARES,,+55 62 3626-2225,"R. 806, 537 - qd 812 lt 10 - Osvaldo Rosa, Goiânia - GO, 74633-210, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
MW Dental Studio,https://www.mwdentalstudio.com.br/,+55 21 2548-4734,"R. Des. Izidro, 175 - Tijuca, Rio de Janeiro - RJ, 20521-160, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
MXM Sistemas Brasil,https://www.mxm.com.br/,+55 21 3233-2300,"Av. Rio Branco, 131 - 16º andar - Centro, Rio de Janeiro - RJ, 20040-006, Brazil",4.7,51.0,Google Places Advanced,,,,,,,,,,,
MZ Equipamentos,http://www.mzequipamentos.com.br/,+55 71 3266-4444,"R. Djalma Dutra, 572 - Nazaré, Salvador - BA, 40255-000, Brazil",4.3,177.0,Google Places Advanced,,,,,,,,,,,
MZ Medical Products,http://www.mzmedical.com.br/,+55 11 5056-0918,"Av. Jandira, 569 - Indianópolis, São Paulo - SP, 04080-000, Brazil",4.4,14.0,Google Places Advanced,,,,,,,,,,,
Mabe Farma - Produtos Hospitalares LTDA,https://www.mabefarma.com.br/,+55 51 2313-7300,"R. Diretor Augusto Pestana, 492 - Fátima, Canoas - RS, 92200-580, Brazil",5.0,23.0,Google Places Advanced,,,,,,,,,,,
Mac Artigos Odontológicos Prótese,http://www.macdental.com.br/,+55 11 2063-4903,"R. São Dimas, 76 - Vila Independencia, São Paulo - SP, 04223-030, Brazil",4.8,15.0,Google Places Advanced,,,,,,,,,,,
Machado e Mendonça Distribuidora Mat. Hospitalar Ltda,,+55 71 98122-5334,"R. Castro Neves, 312 - Santo Agostinho, Salvador - BA, 40255-020, Brazil",,,Google Places Advanced,,,,,,,,,,,
Macom Surgical Ltda,http://www.macominstrumental.com.br/,+55 11 2431-4636,"Ferreira Fernandes - Av. João Bassi, 572 - Parque Industrial, Guarulhos - SP, 07172-440, Brazil",5.0,14.0,Google Places Advanced,,,,,,,,,,,
Maconequi,http://www.maconequi.com.br/,+55 21 99408-6049,"R. Buenos Aires, 112 - Centro, Rio de Janeiro - RJ, 20070-022, Brazil",4.8,99.0,Google Places Advanced,,,,,,,,,,,
Madrid Saúde,https://www.madridsaude.com.br/,+55 21 3833-4972,"R. Araguaia, 1763 - Salas 512 a 515 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-005, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Mafmed Home Care - Rental Hospital Materials,http://www.mafmed.com.br/,+55 81 99542-0979,"R. Arnaldo Bastos, 83 - Madalena, Recife - PE, 50610-130, Brazil",4.9,407.0,Google Places Advanced,,,,,,,,,,,
Mafra Especialidades – Vargas,http://www.mafradelivery.com.br/,+55 16 2132-5000,"Av. Pres. Vargas, 2455 - Jardim Canada, Ribeirão Preto - SP, 14024-196, Brazil",4.5,169.0,Google Places Advanced,,,,,,,,,,,
Mag Med distribuidora hospitalar,http://magmed.mycartpanda.com/,+55 48 99164-0261,"R. Pascoal Simone, 103 - Coqueiros, Florianópolis - SC, 88080-350, Brazil",,,Google Places Advanced,,,,,,,,,,,
Magilule - Macas Portáteis,http://www.magilule.com.br/,+55 48 99967-1116,"R. Geraldo Jansem, 525 - Pte. do Imaruim, Palhoça - SC, 88130-425, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Magnum Import,http://magnumimport.com.br/,+55 51 3111-3011,"Av. Érico Veríssimo, 1140 - sala 504 505 - Menino Deus, Porto Alegre - RS, 90160-180, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Maida health,https://maida.health/,,"Av. Prof. Magalhães Neto, 1856 - Pituba, Salvador - BA, 41810-011, Brazil",,,Google Places Advanced,,,,,,,,,,,
Mais Apoio Farma - Boa Farma,,+55 71 3245-2850,"R. Caetano Moura, 33 - Federação, Salvador - BA, 40210-341, Brazil",4.4,9.0,Google Places Advanced,,,,,,,,,,,
Manipulare Manipulação Joinville,,+55 47 3422-7321,"Rua Henrique Meyer, 78 - on-line - Whatsapp, 47 - 989027070 - América, Joinville - SC, 89201-405, Brazil",4.1,142.0,Google Places Advanced,,,,,,,,,,,
Manisha Terapias e Tantra,,+55 61 98122-1784,"SEPS Entrequadras, 707 907 Edifício San Marino Sala 410 - Plano Piloto, Brasília - DF, 70390-078, Brazil",5.0,13.0,Google Places Advanced,,,,,,,,,,,
Mantis Tecnologia,http://mantistec.com.br/,+55 11 96602-6911,"R. das Palmeiras, 795 - Santa Lucia, Vitória - ES, 29056-925, Brazil",4.4,8.0,Google Places Advanced,,,,,,,,,,,
Marca Distribuidora,http://www.marcasul.com.br/,+55 51 3095-2980,"R. Jari, 238 - Passo d'Areia, Porto Alegre - RS, 91350-170, Brazil",4.8,17.0,Google Places Advanced,,,,,,,,,,,
Marcomed Materiais Médicos - Agulha para Biópsia - Disparador para Biópsia,http://www.marcomed.com.br/,+55 16 3610-9595,"R. Cerqueira César, 481 - sala 306 - Centro, Ribeirão Preto - SP, 14010-130, Brazil",5.0,27.0,Google Places Advanced,,,,,,,,,,,
Marcone Estevam - Prótese dentária -Laboratório e Centro de Treinamento Recife,,+55 81 99251-2302,"R. Arlíndo Gouvêia, 100 - CASA - Madalena, Recife - PE, 50720-595, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Marcos Hayashi Odontologia Digital,http://www.marcoshayashi.com.br/,+55 19 98401-2003,"Edifício Montpellier - Av. Barão de Itapura, 2294 - sala 56 - Taquaral, Campinas - SP, 13073-300, Brazil",5.0,6.0,Google Places Advanced,,,,,,,,,,,
MariaDeccor - Fábrica de Móveis para Área Externa e Interna | Campinas - SP,https://mariadeccor.com.br/,+55 19 98781-4043,"R. Alfredo da Costa Figo, 743 - Fazenda Santa Cândida, Campinas - SP, 13087-534, Brazil",5.0,22.0,Google Places Advanced,,,,,,,,,,,
Mariana Luiza Esteticista,http://www.instagram.com/marianaluiza.esteticista,+55 48 99997-2954,"Av. Pref. Osmar Cunha, 183 - Centro, Florianópolis - SC, 88010-400, Brazil",5.0,62.0,Google Places Advanced,,,,,,,,,,,
Marlex Brasil,https://marlex.com.br/,+55 48 3246-5200,"R. Nelson Silva, 213 - Barreiros, São José - SC, 88117-640, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Martec Med,http://www.martecmed.com.br/,+55 16 2138-5353,"R. Lasar Segall, 755 - Jardim Independência, Ribeirão Preto - SP, 14076-330, Brazil",3.8,17.0,Google Places Advanced,,,,,,,,,,,
Martins- CDA Brasília,https://voeturturismo.com.br/o-grupo-voetur/,+55 61 2105-1700,"STRC - Sul Trecho 2 Conj. E Lote 1/2 - SIA, Brasília - DF, 71225-520, Brazil",4.4,70.0,Google Places Advanced,,,,,,,,,,,
Master Logística da Saúde,https://masterlogisticadasaude.com.br/,+55 11 2193-2209,"R. Artur Prado, 238 - Bela Vista, São Paulo - SP, 01322-000, Brazil",3.7,36.0,Google Places Advanced,,,,,,,,,,,
Materiais Hospitalares Salvador BA - Nobremedic,,+55 71 99626-4063,"Av. Afrânio Peixoto, 1002, Térreo - loja 04 - Plataforma, Salvador - BA, 40717-140, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Material Médico Hospitalar,,+55 48 4009-2540,"R. Francisco Viêira, 567 - Campeche, Florianópolis - SC, 88066-010, Brazil",,,Google Places Advanced,,,,,,,,,,,
Max Cirúrgica,http://maxcirurgica.com.br/,+55 51 3249-0141,"R. Dr. Campos Velho, 1700 - Cristal, Porto Alegre - RS, 90820-000, Brazil",3.7,3.0,Google Places Advanced,,,,,,,,,,,
Max Medical - Campinas/SP,http://www.maxmedical.com.br/,+55 19 3271-6688,"R. Alfredo da Costa Figo, 522 - Fazenda Santa Cândida, Campinas - SP, 13087-534, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
Maxifarma C.Pharma,http://maxifarma.com.br/,+55 41 99883-3907,"Av. Presidente Affonso Camargo, 1975 - Cristo Rei, Curitiba - PR, 80050-370, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
"Maximus Odontologia- Lentes de contato, Facetas e Implantes dentários",,+55 27 99755-4962,"Av. Nossa Sra. da Penha, 714 - Praia do Canto, Vitória - ES, 29055-130, Brazil",3.5,66.0,Google Places Advanced,,,,,,,,,,,
Maxsorriso Implantes Dentários | Ribeirão Preto - SP | Unidade Adolfo Bianco,http://maxsorriso.com.br/,+55 16 3325-7366,"Av. José Adolfo Bianco Molina, 2251 - Jardim Canada, Ribeirão Preto - SP, 14024-210, Brazil",4.9,113.0,Google Places Advanced,,,,,,,,,,,
Maxsorriso Implantes Dentários | Ribeirão Preto Unidade 9 de Julho,http://www.maxsorriso.com.br/,+55 16 3515-7006,"Av. Nove de Julho, 500 - Centro, Ribeirão Preto - SP, 14025-000, Brazil",4.8,360.0,Google Places Advanced,,,,,,,,,,,
Maxton Logistics and Transport,https://maxtonlogistica.com.br/,+55 41 3069-9800,"R. Antônio Lacerda Braga, 960 - Cidade Industrial, Curitiba - PR, 81170-240, Brazil",4.5,132.0,Google Places Advanced,,,,,,,,,,,
Maxxi Dental | Dabi Atlante | Produtos Odontológicos,http://www.maxxidental.com.br/,+55 27 3325-3038,"Edifício Medical Center - R. Misael Pedreira da Silva, 70 - Loja 04 - Santa Lucia, Vitória - ES, 29056-230, Brazil",4.5,17.0,Google Places Advanced,,,,,,,,,,,
Maêve Hospitalar,https://www.maevehospitalar.com.br/,+55 62 3565-1033,"R. 13, Qd. 12 - Lt. 12 - Polo Empresarial de Goiás, Aparecida de Goiânia - GO, 74985-144, Brazil",4.5,46.0,Google Places Advanced,,,,,,,,,,,
Med Mart Comércio de Equipamentos Médicos,https://www.medmart.com.br/,+55 41 3222-0216,"Loja Física e Online - Av. Mal. Floriano Peixoto, 1612 - Rebouças, Curitiba - PR, 80230-110, Brazil",4.5,80.0,Google Places Advanced,,,,,,,,,,,
Med Odonto GO,https://www.instagram.com/medodontogo/,+55 62 98162-9859,"Edifício Goiás Center Modas - R. Dr. João Alves de Castro, 144 - Sala 26 Térreo - Crimeia Oeste, Goiânia - GO, 74563-170, Brazil",5.0,23.0,Google Places Advanced,,,,,,,,,,,
Med Prata Hospitalar,https://instagram.com/medprata_hospitalar,+55 62 99691-1939,"Av. T-63, 2603 - Quadra 360. Lote 03 - Jardim América, Goiânia - GO, 74250-320, Brazil",4.7,3.0,Google Places Advanced,,,,,,,,,,,
Med Sam Campinas,https://medsamcampinas.com.br/,+55 19 99897-5382,"R. Maria Monteiro, 892 - Cambuí, Campinas - SP, 13025-151, Brazil",5.0,17.0,Google Places Advanced,,,,,,,,,,,
Med See Engenharia Hospitalar,,,"R. do Sangradouro, 76 - Santo Agostinho, Salvador - BA, 40150-080, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Med Shop - Comércio de Produtos Médicos,http://www.medshopcpm.com.br/,+55 27 3025-8451,"R. Leoni Souza Guedes, 125 - Monte Belo, Vitória - ES, 29053-305, Brazil",4.3,6.0,Google Places Advanced,,,,,,,,,,,
Med Vichi Material Médico Hospitalar,http://www.medvichi.com.br/,+55 11 5549-1534,"R. Estado de Israel, 312 - Vila Clementino, São Paulo - SP, 04022-000, Brazil",4.9,152.0,Google Places Advanced,,,,,,,,,,,
Med-Sinal Produtos Veterinários,http://www.med-sinal.com.br/,+55 11 96179-5689,"R. Roberto Koch, 644 - Vila Independencia, São Paulo - SP, 04221-060, Brazil",5.0,73.0,Google Places Advanced,,,,,,,,,,,
Med.Place Tecnologia,https://med.place/,+55 51 3321-1414,"R. Barão de Santo Ângelo, 166 - Moinhos de Vento, Porto Alegre - RS, 90570-090, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
