Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Blumed Distribuidora De Medicamentos Ltda,http://www.blumed.com.br/,"R. Johann Sachse, 3020 - Badenfurt, Blumenau - SC, 89070-400, Brazil",3.5,8.0,+55 47 3337-6703,"health, point_of_interest, wholesaler, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Florianópolis, SC","Florianópolis, SC",Distribuidora de Medicamentos e Correlatos
Conquista Distribuidora de Medicamentos,http://www.conquistamedicamentos.com.br/,"BR 101, KM 131, N 131 - Trade Park - Salas 307 e 308, Galpão B7 - Várzea do Ranchinho, Camboriú - SC, 88349-175, Brazil",3.0,4.0,+55 47 3366-7867,"health, point_of_interest, wholesaler, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Florianópolis, SC","Florianópolis, SC",Distribuidora de Medicamentos e Correlatos
"ISP Saúde - Florianópolis - IBRAMED, HTM, MEDICAL SAN, BIOSET, KLD",https://www.ispsaude.com.br/,"R. Santos Saraiva, 469 - Loja 21 - Estreito, Florianópolis - SC, 88070-100, Brazil",4.5,116.0,+55 48 3271-0000,"health, sporting_goods_store, store, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Florianópolis, SC","Florianópolis, SC",Importadora de Produtos para Saúde
Mag Med distribuidora hospitalar,http://magmed.mycartpanda.com/,"R. Pascoal Simone, 103 - Coqueiros, Florianópolis - SC, 88080-350, Brazil",,,+55 48 99164-0261,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Florianópolis, SC","Florianópolis, SC",Importadora de Produtos para Saúde
OXI Saúde Terapia do Sono e Respiratória,http://www.oxisaude.com.br/,"Ed. Hantei Torre A - R. Emílio Blum, 131 - Sala 201 - Centro, Florianópolis - SC, 88020-010, Brazil",5.0,349.0,+55 48 3065-0111,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Florianópolis, SC","Florianópolis, SC",Importadora de Produtos para Saúde
SUA SAÚDE DISTRIBUIDORA,http://suasaudedistribuidora.com.br/,"Rua Albatroz - Av. Pedra Branca, 35 - Cidade Universitária Pedra Branca, Palhoça - SC, 88137-290, Brazil",5.0,59.0,+55 48 3374-2533,"wholesaler, health, store, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Florianópolis, SC","Florianópolis, SC",Importadora de Produtos para Saúde
SC Hospitalar,,"R. Pref. Dib Cherem, 2245 - Capoeiras, Florianópolis - SC, 88090-001, Brazil",4.3,7.0,+55 48 99637-5714,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Cristal Distribuidora de Medicamentos Hospitalares e Oncologicos,http://www.cristalmed.com.br/,"R. Roney Henrique Heiderscheidt, 136 - Jardim Eldorado, Palhoça - SC, 88133-515, Brazil",4.6,9.0,+55 48 3058-5491,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Apparatu Saúde e Logística,,"R. Elesbão Pinto da Luz, 85 - S 104 - Jardim Atlântico, Florianópolis - SC, 88095-500, Brazil",,,+55 48 3204-9700,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
CBC Produtos Hospitalares,https://www.cbcprodutos.com/,"R. Júlio Teodoro Martins, 3534 - Fundos - Rio Caveiras, Biguaçu - SC, 88161-330, Brazil",4.9,73.0,+55 48 2012-3027,"health, point_of_interest, store, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Hospital Florianópolis,,"R. Santa Rita de Cássia, 1665 - Estreito, Florianópolis - SC, 88090-352, Brazil",3.4,602.0,+55 48 3281-7800,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Hospital SOS Cárdio,https://soscardio.com.br/,"Rodovia - SC-401, 121 - Itacorubi, Florianópolis - SC, 88030-000, Brazil",3.8,2786.0,+55 48 3212-5000,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Florianópolis, SC","Florianópolis, SC",Logística Hospitalar
Labprotec - Laboratório de prótese dentária,https://www.instagram.com/protetico_floripaoficial/,"R. Blides Neves Segui, 480 - Coloninha, Florianópolis - SC, 88090-470, Brazil",5.0,1.0,+55 48 99205-5337,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Florianópolis, SC","Florianópolis, SC",Laboratório de Prótese Dentária Digital
Now Digital Laboratório de prótese odontológica,,"Av. Rio Branco - Centro, Florianópolis - SC, 88015-200, Brazil",,,+55 48 99858-5370,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Florianópolis, SC","Florianópolis, SC",Laboratório de Prótese Dentária Digital
BLENDUS Tecnologia em Saúde,https://blendus.com.br/,"Edifício Planel Towers - Av. Rio Branco, 404 - Sala 705 Torre 2 - Centro, Florianópolis - SC, 88015-200, Brazil",5.0,1.0,+55 48 3028-3300,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
GnTech - Saúde Personalizada,https://gntech.med.br/,"Av. Rio Branco, 380 - Sala 105 - Centro, Florianópolis - SC, 88015-201, Brazil",4.8,549.0,+55 48 3025-5122,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
MSI Tecnologia,http://www.msitecnologia.com.br/,"R. Prof. Barreiros Filho, 132 - Estreito, Florianópolis - SC, 88070-350, Brazil",4.7,38.0,+55 48 3248-1878,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
ACATE | Centro de Inovação,https://www.acate.com.br/,"SC-401, 4120 - Km4 - Saco Grande, Florianópolis - SC, 88032-005, Brazil",4.8,1343.0,+55 48 2107-2700,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Celk Sistemas,http://www.celk.com.br/,"Av. Trompowsky, 346 - 1° andar - Centro, Florianópolis - SC, 88015-300, Brazil",4.7,45.0,+55 48 3029-0300,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Saudesc - viva com saúde,https://www.saudesc.com.br/,"R. Vidal Ramos, 110 - Sala 07 - Centro, Florianópolis - SC, 88010-320, Brazil",4.1,66.0,+55 48 3952-0800,"insurance_agency, consultant, hospital, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
MSC MED,http://www.mscmed.com.br/,"SC-401, km 01, 600, Ed. CELTA - João Paulo, Florianópolis - SC, 88030-000, Brazil",5.0,10.0,+55 48 3236-7401,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Anestech Innovation Rising,http://www.anestech.com.br/,"Comercial São Francisco - R. Lauro Linhares, 2010 - Bloco B 601 - Trindade, Florianópolis - SC, 88036-002, Brazil",5.0,3.0,+55 48 3380-1827,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Consultech / Saúde,https://www.consultechsaude.com.br/,"R. Ten. Silveira - Centro, Florianópolis - SC, 88010-301, Brazil",,,+55 21 98021-5981,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
AdviceHealth,https://advicehealth.com.br/,"Rod. José Carlos Daux, 8600 - Bloco 5 Sala 101 - Santo Antonio de Lisboa, Florianópolis - SC, 88050-001, Brazil",3.4,89.0,+55 48 3206-0265,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
SIDESC - Health for all,https://sidesc.com.br/,"Centro, Florianópolis - SC, 88010-030, Brazil",4.5,384.0,+55 800 480 9988,"insurance_agency, doctor, consultant, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Technocare Engenharia Clínica,https://technocare.eng.br/,"R. Santa Luzia, 100 - sala 204 - Trindade, Florianópolis - SC, 88036-540, Brazil",5.0,3.0,+55 48 99127-4129,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Aquarela Analytics,http://www.aquare.la/,"Rodovia SC-401, 4150 - km 4 - Passeio Primavera, Sala 32 - Saco Grande, Florianópolis - SC, 88032-005, Brazil",4.9,46.0,,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
IPM Sistemas,https://www.ipm.com.br/,"Torre Süden - R. Cristóvão Nunes Píres, 86 - 6º andar - Centro, Florianópolis - SC, 88010-120, Brazil",4.1,59.0,+55 48 3031-7500,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
zComp Tecnologia,http://zcomp.com.br/,"R. Adolfo Gonçalves de Aguiar, 161 - Itacorubi, Florianópolis - SC, 88030-030, Brazil",,,+55 48 98811-8849,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Dynamox,https://dynamox.net/,"Condomínio Ybirá - R. Cel. Luiz Caldeira, 67 - bloco C - Itacorubi, Florianópolis - SC, 88034-110, Brazil",4.9,63.0,+55 48 3024-5858,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
Nexxera,https://www.nexxera.com/,"R. Madalena Barbi, 181 - Centro, Florianópolis - SC, 88015-190, Brazil",4.6,137.0,+55 48 2106-5698,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
"Loeffa Software House | Desenvolvimento de Sistemas Web, Aplicativos e Automações",http://loeffa.com/,"Servidão Maria Laureana Machado, 35 - Rio Tavares, Florianópolis - SC, 88048-035, Brazil",5.0,42.0,+55 48 99630-1700,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Florianópolis, SC","Florianópolis, SC",Empresa de Tecnologia em Saúde
B.E.M. Center Florianópolis,https://bemcenterflorianopolis.com.br/,"Av. Rio Branco, 333 - Sala 201 a 208 - Centro, Florianópolis - SC, 88015-203, Brazil",5.0,45.0,+55 48 99974-6829,"wellness_center, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
BH Wellness Center,https://www.instagram.com/bhwellnesscenter/,"R. Rafael Bandeira, 41 - Centro, Florianópolis - SC, 88015-450, Brazil",4.9,30.0,+55 48 99120-1411,"wellness_center, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Clinica de Estética e Saúde em Florianopolis SC Majestic | Nutrição | Quiropraxia | Hipnoterapia,https://www.majesticesteticaesaude.com/,"Av. Osvaldo Rodrigues Cabral, 1570 - sala 207 - Centro, Florianópolis - SC, 88015-710, Brazil",4.9,950.0,+55 48 99612-4676,"chiropractor, physiotherapist, wellness_center, massage, consultant, health, point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Laboratório LabVital Florianópolis,http://www.labvital.com.br/,"Hantei Office Building - R. Emílio Blum, 131 - LJ 19/20 - Centro, Florianópolis - SC, 88020-010, Brazil",4.9,492.0,+55 48 3245-3657,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Biogenetika,http://biogenetika.com.br/,"R. Lauro Linhares, 2010 - Sala 703, torre B - Trindade, Florianópolis - SC, 88036-002, Brazil",5.0,10.0,+55 11 99591-1191,"health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Laboratório Neurogene,http://www.neurogene.com.br/,"Ed. Life Medical Tower - R. Santos Dumont, 182 - sala 1006 - Centro, Florianópolis - SC, 88015-020, Brazil",4.7,36.0,+55 48 99864-4498,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Mariana Luiza Esteticista,http://www.instagram.com/marianaluiza.esteticista,"Av. Pref. Osmar Cunha, 183 - Centro, Florianópolis - SC, 88010-400, Brazil",5.0,62.0,+55 48 99997-2954,"wellness_center, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Dra. Francine Oliveira Spessatto - Medicina Bioenergética em Florianópolis/SC,http://www.medicinabioenergetica.com.br/,"R. Alm. Alvim, 607 - Centro, Florianópolis - SC, 88015-380, Brazil",5.0,51.0,+55 48 99900-8551,"wellness_center, physiotherapist, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Studio Ourique,https://www.instagram.com/studioourique/,"R. Felipe Schmidt, 51 - sala 702 - Centro, Florianópolis - SC, 88010-000, Brazil",5.0,80.0,+55 48 99961-9293,"wellness_center, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Extrato Vital - Farmácia de Manipulação e Homeopatia -Trindade,http://www.extratovital.com.br/,"R. Lauro Linhares, 897 - loja 6 - Trindade, Florianópolis - SC, 88036-001, Brazil",4.9,330.0,+55 48 3233-4884,"pharmacy, drugstore, health, point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Perfecta Manipulation Pharmacy in Florianópolis,http://www.perfectafarmacia.com.br/,"R. Vidal Ramos, 136 - Centro, Florianópolis - SC, 88010-320, Brazil",4.5,601.0,+55 48 3222-4115,"pharmacy, drugstore, health, point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Sabin Diagnóstico e Saúde Coqueiros: Laboratório em Florianópolis SC,https://sabin.com.br/?utm_medium=referral&utm_source=google&utm_campaign=google&cidade,"R. Miguel Daux, 83 - Coqueiros, Florianópolis - SC, 88080-220, Brazil",4.4,223.0,+55 48 3205-8000,"health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Espaço Saúde e Bem Estar,,"R. Prof. Madeira Neves, 57 - Centro, Florianópolis - SC, 88015-370, Brazil",4.3,6.0,+55 48 3224-4398,"wellness_center, fitness_center, sports_complex, gym, sports_activity_location, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
NP Clinic,https://www.npclinic.com.br/,"R. Jerônimo Coelho, 293 - sala 1101 - Centro, Florianópolis - SC, 88010-030, Brazil",5.0,39.0,+55 48 99674-7419,"wellness_center, spa, health, point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Laboratório Central - LACEN,http://lacen.saude.sc.gov.br/,"R. Felipe Schmidt, 788 - Centro, Florianópolis - SC, 88010-001, Brazil",4.0,29.0,+55 48 3664-7800,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Dr. Rafael Gallassini - Floripa,https://rafaelgallassini.com.br/,"Av. Mauro Ramos, 1213 - Centro, Florianópolis - SC, 88020-305, Brazil",4.8,41.0,+55 48 99670-1182,"doctor, wellness_center, consultant, hospital, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Florianópolis, SC","Florianópolis, SC",Healthtech
Tendmed Produtos Médicos e Hospitalares,https://www.tendmed.com.br/,"Edf. SR Center - Av. Paulo VI, 355 - sala 402 - Pituba, Salvador - BA, 41810-000, Brazil",5.0,31.0,+55 71 3035-3107,"wholesaler, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Salvador Máscaras Med Produtos Hospitalares Medicos,http://www.salvadormascaras.com.br/,"Av. Manoel Dias da Silva, 2482 - Pituba, Salvador - BA, 41830-001, Brazil",4.5,75.0,+55 71 99989-7579,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Estrela Med - Produtos Médicos e Ortopédicos,https://instagram.com/estrelamed1?igshid=MzRlODBiNWFlZA==,"No prédio do antigo cartório - R. da Mouraria, 34 - Nazaré, Salvador - BA, 40040-090, Brazil",4.9,89.0,+55 71 3039-0843,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
MSA HOSPITALAR,http://www.msahospitalar.com.br/,"radio metrópole - R. Lamarão, 334 - proximos a - Pernambués, Salvador - BA, 41100-086, Brazil",4.8,19.0,+55 71 99170-9032,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Vitalle Produtos Médicos e Hospitalares,https://vitallemed.com.br/,"Prox á INOOA, Edf. Cidadella Center 1 - R. Metódio Coelho, 62 - Sala 308 - Brotas, Salvador - BA, 40279-120, Brazil",4.9,28.0,+55 71 98138-2203,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
MÉDICI CENTER PRODUTOS HOSPITALARES LTDA,http://www.instagram.com/medicicenter,"R. da Mouraria, 48 - Nazaré, Salvador - BA, 40040-090, Brazil",5.0,158.0,+55 71 3510-1572,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Vitality Saúde - Excelência em Produtos Médicos e Hospitalares,https://www.instagram.com/vitalitysaude.ba/,"Amendoeira Center - R. Espírito Santo, 9 - Pituba, Salvador - BA, 41830-120, Brazil",5.0,39.0,+55 71 99939-7263,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Tecmédica - Mouraria,http://www.tecmedica.com.br/,"R. da Mouraria, 15 - Nazaré, Salvador - BA, 40040-090, Brazil",3.8,61.0,+55 71 3496-2600,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Lumed Produtos Médicos,,"R. da Mouraria, 21 - Nazaré, Salvador - BA, 40040-090, Brazil",4.1,10.0,+55 71 3321-8872,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
LINHA MEDICA PRODUTOS MEDICO HOSPITALARES,,"Av. Antônio Carlos Magalhães, 1034 - Itaigara, Salvador - BA, 41825-906, Brazil",4.0,2.0,+55 71 3353-5189,"corporate_office, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Super Med - Produtos Hospitalares,http://www.instagram.com/supermedloja,"R. da Mouraria, 40 - Nazaré, Salvador - BA, 40040-090, Brazil",5.0,46.0,+55 71 2137-4680,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
GoldenMed Materiais Médicos Hospitalares,https://www.goldenmedba.com.br/,"Ed Wall Street - Av. Luís Viana Filho, 6462 - Lj 26 - Paralela, Salvador - BA, 41680-400, Brazil",5.0,64.0,+55 71 99125-3102,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Lumiar Healthcare Salvador,https://portal.lumiarsaude.com.br/unidades/salvador-ba/,"Rua Altino Serbeto de Barros, 241 801 - Edifício Itaigara Memorial - Pituba, Salvador - BA, 41830-492, Brazil",5.0,92.0,+55 800 080 0005,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Real Med,http://www.realmedhospitalar.com.br/,"R. da Mouraria, 11 - Nazaré, Salvador - BA, 40040-090, Brazil",4.0,43.0,+55 71 3321-8001,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
IMPERIAL MED PRODUTOS DE SAÚDE E BEM ESTAR,,"Av. Antônio Carlos Magalhães - Pituba, Salvador - BA, 41825-906, Brazil",4.8,22.0,+55 71 3561-5146,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Lenamed Material Hospitalar,https://www.lenamed.com.br/,"R. da Mouraria, 57 - Nazaré, Salvador - BA, 40040-090, Brazil",5.0,13.0,+55 71 98405-9873,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Medicicor Comercial LTDA,http://medicicor.com.br/,"Edifício Empresarial Thomé de Souza - Av. Antônio Carlos Magalhães, 3244 - Caminho das Árvores, Salvador - BA, 41800-700, Brazil",4.7,15.0,+55 71 3351-2000,"corporate_office, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Med See Engenharia Hospitalar,,"R. do Sangradouro, 76 - Santo Agostinho, Salvador - BA, 40150-080, Brazil",5.0,3.0,,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
HOSPICLIN PRODUTOS E FARDAMENTOS HOSPITALARES,,"R. Onze de Junho, 68 - Nazaré, Salvador - BA, 40040-010, Brazil",4.8,24.0,+55 71 99180-9372,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Salvador, BA","Salvador, BA",Fabricante de Equipamentos Médicos
Provitah - Hospitalar Mouraria,http://www.provitah.com.br/,"R. da Mouraria, 10 - Nazaré, Salvador - BA, 40040-090, Brazil",4.4,207.0,+55 71 3266-8485,"store, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Saúde Med- Material Hospitalar,,"Av. Vasco da Gama, 701 - Rio Vermelho, Salvador - BA, 40221-500, Brazil",5.0,1.0,+55 71 98525-6539,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Materiais Hospitalares Salvador BA - Nobremedic,,"Av. Afrânio Peixoto, 1002, Térreo - loja 04 - Plataforma, Salvador - BA, 40717-140, Brazil",5.0,2.0,+55 71 99626-4063,"store, health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
MEDICAL 7 COMÉRCIO DE MATERIAIS HOSPITALARES,,"AV LUIS VIANA FILHO, Nº13223 - HANGAR BUSINESS PARK, HANGAR 1, SALA 206 - São Cristóvão, Salvador - BA, 41500-300, Brazil",5.0,1.0,+55 71 3052-8690,"wholesaler, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
S.O.S. Materiais Hospitalares,http://www.sosmateriaishospitalares.com.br/,"Av. Vale dos Barris, 31 - Barris, Salvador - BA, 40070-055, Brazil",4.3,27.0,+55 71 3329-7450,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Esterilize - Complexo de Serviços de Esterilização,http://www.esterilize.com.br/,"R. da Matriz, 3110 - Valéria, Salvador - BA, 41300-600, Brazil",4.7,14.0,+55 71 3301-7799,"store, health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Bahiamed Comércio de Materiais Hospitalares,https://www.bahiamed.com.br/,"R. Prof. Lemos Brito, 28 - Barra, Salvador - BA, 40140-090, Brazil",4.7,3.0,+55 71 3264-9699,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
SMART7 - Empresa de Esterilização de Materiais Hospitalares em Salvador,https://www.smartseteesterilizacao.com.br/,"Estr. de Pirajá, SN - Pirajá, Salvador - BA, 41290-000, Brazil",4.8,11.0,+55 19 99344-7000,"point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Salvador, BA","Salvador, BA",Indústria de Materiais Hospitalares
Dental MAC - Sua mais completa dental.,http://www.dentalmac.com.br/,"Av. Antonio C. Magalhães, 34 - Edf. Servicenter - térreo - Itaigara, Salvador - BA, 41800-700, Brazil",4.9,214.0,+55 71 3359-9096,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
Bahiafix - Estética e Odontologia,http://bahiafix.com.br/,"Rua Guillard Muniz, 711 C,Comercial Esquina do Parque - Em cima do preto bar - Em frente ao Boteco do Caranguejo - Sala 103 e 104 - Pituba, Salvador - BA, 41810-110, Brazil",5.0,39.0,+55 71 99257-6077,"corporate_office, point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
Vip Dental,,"R. das Rosas, 454 - Pituba, Salvador - BA, 41810-070, Brazil",4.5,19.0,+55 71 3321-9683,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
DENTAL MED Produtos Médicos e Odontológicos,https://www.instagram.com/dentalmedloja/,"Centro Médico Castro Alves, Condomínio Edif Centro Medico Castro Alves - Garcia, Salvador - BA, 40100-000, Brazil",,,+55 71 98487-9236,"body_art_service, beauty_salon, point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Salvador, BA","Salvador, BA",Fabricante de Produtos Odontológicos
