Company,Website,Lead_Score,Email,Decision_Maker,Employees,Years_Active,City,State,FDA_Certified,CE_Certified,Products,LinkedIn_Company,Perplexity_Segment,Perplexity_City,Perplexity_State,Perplexity_Decision_Makers,Perplexity_Notes,Status,Nome Empresa,Address,Phone,Source,Predicted_Score,V2_Score,Renner_Score,Enrichment_Status,Scraped_Emails,Decision_Makers_Deep,LinkedIn_Person,Confidence_Score
Concept Lab 3D | Odontologia Fluxo Digital,https://conceptlab3d.com.br/,7.0,contato@conceptlab3d.com.br,Concept Lab (Diretor),0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Concept Lab 3D | Odontologia Fluxo Digital,"Shopping Donwtown - Av. das Américas, 500 - Bloco 8, Sala 203 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brazil",55 21 96898-4801,Google Places Advanced,1.0,1.0,0.0,Pending,contato@conceptlab3d.com.br,"[{""name"": ""Diretor da Concept Lab"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Grupo Medsut,https://medsut.com.br/,8.0,sac@medsut.com.br,"Administrativo Felipe (CEO), Diretor Financeiro (CEO)",0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Grupo Medsut,"R. Sá Freire, 57 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20930-430, Brazil",55 21 2568-4711,Google Places Advanced,1.0,1.0,0.0,Pending,contato@medsut.com.br,"[{""name"": ""Sidney da Cruz Teixeira"", ""title"": ""fundador"", ""confidence"": ""high""}, {""name"": ""Medical Suture"", ""title"": ""fundador"", ""confidence"": ""medium""}, {""name"": ""Rodrigo e Diretor Financeiro"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Administrativo Felipe"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Sólida Hospitalar,http://www.solidahospitalar.com.br/,4.0,distribuidores@solidahospitalar.com.br,Mathias da Rocha Ostergren - Administrador,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Sólida Hospitalar,"Avenida Ayrton Senna 3000 - Bloco Itanhangá - Salas 107 e 108 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil",55 21 3786-2430,Google Places Advanced,1.0,1.0,0.0,Pending,pedidos@solidahospitalar.com.br,,,70
RJD HOSPITALAR,http://www.rjdhospitalar.com.br/,4.0,rjdhospitalar@outlook.com,Karla Lanzillotta Sassi - Sócio-Administrador,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,RJD HOSPITALAR,"R. Mal. Bittencourt, 71 - Riachuelo, Rio de Janeiro - RJ, 20950-200, Brazil",55 21 99919-0708,Google Places Advanced,1.0,1.0,0.0,Pending,rjdhospitalar@outlook.com,,,70
DaVita Ramos - Logística / Operacional – RJ,https://www.davita.com.br/tratamento-renal/,8.0,atendimento@www.davita.com.br,Tratamento Renal (CEO),0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,DaVita Ramos - Logística / Operacional – RJ,"R. Pereira Landim, 54 - Ramos, Rio de Janeiro - RJ, 21031-620, Brazil",55 21 3030-1542,Google Places Advanced,1.0,1.0,0.0,Pending,parcerias@davita.com,"[{""name"": ""Tratamento Renal"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Gestão Corporativa"", ""title"": ""Vice-presidente"", ""confidence"": ""high""}, {""name"": ""Diretor Médico Nacional"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Diretora de Serviços Clínicos"", ""title"": ""Diretora"", ""confidence"": ""high""}, {""name"": ""Diretor Sênior"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Desenvolvimento de Negócios"", ""title"": ""Vice-presidente"", ""confidence"": ""high""}, {""name"": ""Inteligência de Mercado"", ""title"": ""Vice-presidente"", ""confidence"": ""high""}]",,80
MSP Log | Despacho Aduaneiro & Logística Internacional,https://msplog.com/,5.0,contato@msplogistica.com,Alexandre Flaibam - Despachante Aduaneiro,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,MSP Log | Despacho Aduaneiro & Logística Internacional,"R. Sacadura Cabral, 81 - grupo 802 - Saúde, Rio de Janeiro - RJ, 20081-261, Brazil",55 21 2223-1776,Google Places Advanced,1.0,1.0,0.0,Pending,contato@msplogistica.com,,,70
PRIMHO Paracambi Industria de Móveis Hospitalares,http://www.idealbequem.com.br/,4.0,vendas@www.idealbequem.com.br,Amandio Staib Junior - Sócio,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,PRIMHO Paracambi Industria de Móveis Hospitalares,"R. Rio de Janeiro, 127 - s/n, Lote 12, Paracambi - RJ, 26600-000, Brazil",55 21 2501-5055,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Indra,http://www.indracompany.com/pt-br/pais/brasil,4.0,dpo@indra.es,José Vicente de los Mozos - Chief Executive Officer (CEO),0,0,"Rio de Janeiro, RJ",RJ,False,False,,https://www.linkedin.com/company/indra/,,,,,,New Lead,Indra,"Av. Barão de Tefé, 27 - Saúde, Rio de Janeiro - RJ, 20220-460, Brazil",55 21 3184-7595,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
IMPLAFARMA Produtos Médicos e Odontológicos,http://www.implafarma.com.br/,4.0,contato@implafarma.com.br,Camila Barcellos Alves Frota - Owner/Senior Partner; Roberto Fernandes Frota - Owner/Senior Partner,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,IMPLAFARMA Produtos Médicos e Odontológicos,"Centro Empresarial Barra Shopping - Av. das Américas, 4200 - Bloco 01, sala 305 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907, Brazil",55 21 3400-1409,Google Places Advanced,1.0,1.0,0.0,Pending,contato@implafarma.com.br,,,70
Dental OdontoPaz,https://dentalodontopaz.com.br/,5.0,comercial@dentalodontopaz.com.br,Wesley Ribeiro de Assumpcao - Sócio-Administrador; Creuza Ribeiro - Sócio,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Dental OdontoPaz,"R. Dr. Pache de Faria, 7 - Méier, Rio de Janeiro - RJ, 20710-020, Brazil",55 21 97091-1534,Google Places Advanced,1.0,1.0,0.0,Pending,contato@dentalodontopaz.com.br,,,70
Dental Fluor Produtos Odontológicos,https://www.dentalfluor.com/,8.0,info@www.dentalfluor.com,Gustavo Santoro - CEO,0,0,"Rio de Janeiro, RJ",RJ,False,False,,https://www.linkedin.com/company/dental-fluor-produtos-odontologicos/,,,,,,New Lead,Dental Fluor Produtos Odontológicos,"Av. das Américas, 3939 - Bl. 2 Sala 211 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brazil",55 21 3325-7000,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Mauri Simões Almeida"", ""title"": ""fundador"", ""confidence"": ""high""}, {""name"": ""Dental Fluor"", ""title"": ""fundador"", ""confidence"": ""low""}]",,80
BD Distribuidora,http://www.bddistribuidora.com.br/,4.0,contato@bddistribuidora.com.br,Nivia Oliveira - CEO,0,0,"Rio de Janeiro, RJ",RJ,False,False,,https://www.linkedin.com/company/bd-distribuidora,,,,,,New Lead,BD Distribuidora,"R. Marilene Vieira de Assis, 349 - Chácaras Arcampo, Duque de Caxias - RJ, 25251-500, Brazil",55 21 3936-0854,Google Places Advanced,1.0,1.0,0.0,Pending,contato@bddistribuidora.com.br,,,70
Medicare Distribuidora,http://www.medicaredistribuidora.com.br/,4.0,sac@www.medicaredistribuidora.com.br,Felipe Matz Vieira - Sócio-Administrador; Flavio Mitidieri Ramos - Sócio-Administrador,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Medicare Distribuidora,"Av. Ayrton Senna, 5500 - Bl3 loja 124 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-005, Brazil",55 21 3030-4039,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Inframed Soluções Tecnológicas,http://www.inframed.com.br/,4.0,mkt@inframed.com.br,"Not found - No specific names or job titles of CEO, Owner, Director, or Manager identified in the search results",0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Inframed Soluções Tecnológicas,"Av. das Américas, 3500 - Bloco 7, Sala 314 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil",55 21 2484-4431,Google Places Advanced,1.0,1.0,0.0,Pending,mkt@inframed.com.br,,,70
Sano Med Produtos Hospitalares Ltda,http://www.sanomed.com.br/,4.0,contato@sanomed.com.br,Newton da Costa Clem - Sócio-Administrador,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Sano Med Produtos Hospitalares Ltda,"R. Dep. Soares Filho, 405 - Loja - Maracanã, Rio de Janeiro - RJ, 20540-040, Brazil",55 21 3559-0033,Google Places Advanced,1.0,1.0,0.0,Pending,contato@sanomed.com.br,,,70
MedcomRio Produtos Hospitalares,https://medcomrio.com.br/,5.0,comercial@medcomrio.com.br,"Not publicly disclosed - No specific CEO, Owner, Director, or Manager name found in available sources",0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,MedcomRio Produtos Hospitalares,"Av. José Wilker, 600 - loja 108 / bloco 2 - Barra Olímpica, Rio de Janeiro - RJ, 22775-024, Brazil",55 21 96755-5295,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
IR Implante Rio,http://www.implanterio.net/,4.0,contato@implanterio.net,Dr. Bruno Affonso - Specialist and likely senior dental professional,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,IR Implante Rio,"Av. Nossa Sra. de Copacabana, 749 - 709 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil",55 21 3208-1923,Google Places Advanced,1.0,1.0,0.0,Pending,contato@implanterio.net,,,70
Top Implantes Odontologia - Dentista Barra da Tijuca,https://www.topimplantes.com/proteses-e-implantes-dentarios/,5.0,contato@www.topimplantes.com,"Dr. Marcus Campanha - Co-owner, Implantodontist",0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Top Implantes Odontologia - Dentista Barra da Tijuca,"Av. Alm. Júlio de Sá Bierrenbach, 65 - Bloco 4, Sala 705 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-028, Brazil",55 21 96436-2456,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Prime,http://www.implanteprime.com.br/,4.0,sales@www.implanteprime.com.br,Joao Carlos Ferreira Reis - Diretor; Mariana Reis Ribeiro Dantas - Diretora,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Prime,"R. Min. Viveiros de Castro, 32 - Copacabana, Rio de Janeiro - RJ, 22021-010, Brazil",55 21 3251-8190,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Laboratório Obra Prima,https://labobraprima.com.br/,7.0,atendimento@labobraprima.com,Luiz Reis - Sócio Administrador; Marcelo Ballian - Responsável Técnico,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Laboratório Obra Prima,"Rua Siqueira Campos - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil",55 21 3264-4742,Google Places Advanced,1.0,1.0,0.0,Pending,atendimento@labobraprima.com,"[{""name"": ""Luiz Reis"", ""title"": ""Administrador"", ""confidence"": ""high""}]",,80
San Freitas - Prótese Dentária,https://www.instagram.com/sanfreitasprotesesdentarias/,5.0,comercial@www.instagram.com,Jessica Felix De Freitas Dias - Sócio Administrador,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,San Freitas - Prótese Dentária,"Av. Nossa Sra. de Copacabana, 817 - 11 Andar - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil",55 21 98150-0009,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Symmetrical Dispositivos Médicos,https://www.symmetricaldm.com.br/,7.0,contato@symmetricaldm.com.br,Symmetrical Dispositivos (CEO),0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Symmetrical Dispositivos Médicos,"Estr. dos Três Rios, 920 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-005, Brazil",55 21 99687-1709,Google Places Advanced,1.0,1.0,0.0,Pending,contato@symmetricaldm.com.br,"[{""name"": ""Symmetrical Dispositivos Médicos"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Technicare Instrumental Cirúrgico Ltda.,http://www.technicare.com.br/,4.0,mkt@technicare.com.br,Terezinha Farag - Owner,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Technicare Instrumental Cirúrgico Ltda.,"Av. das Américas, 3693 Bloco 1 - 2º andar - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brazil",55 21 3328-4250,Google Places Advanced,1.0,1.0,0.0,Pending,mkt@technicare.com.br,,,70
INTO - Instituto Nacional de Traumatologia e Ortopedia Jamil Haddad,https://www.into.saude.gov.br/,7.0,atendimento@www.into.saude.gov.br,Agenda Diretor (Diretor),0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,INTO - Instituto Nacional de Traumatologia e Ortopedia Jamil Haddad,"Av. Brasil, 500 - Caju, Rio de Janeiro - RJ, 20940-070, Brazil",55 21 2134-5000,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Agenda Diretor"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Odonto Liuzzi | Lentes de Contato Dental | Prótese Protocolo | Ortodontia| Periodontia | Implante | Dental Tourism,https://odontoliuzzi.com.br/?utm_source=google&utm_medium=gmb&utm_campaign=perfil,5.0,contato@odontoliuzzi.com.br,Natalia Liuzzi Grossi Morales - Sócio-Administrador / Diretora,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Odonto Liuzzi | Lentes de Contato Dental | Prótese Protocolo | Ortodontia| Periodontia | Implante | Dental Tourism,"Praia do Flamengo, 66 Sala 1713 e 1714 bloco B - Flamengo, Rio de Janeiro - RJ, 22210-030, Brazil",55 21 96933-5067,Google Places Advanced,1.0,1.0,0.0,Pending,contato@odontoliuzzi.com.br,,,70
Odontovic - Implantes Dentários - Madureira,https://www.victorhugoalmeida.com.br/captura-implantes/,5.0,contato@www.victorhugoalmeida.com.br,Dr. Victor Hugo Almeida - Cirurgião Dentista / Responsável Técnico,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Odontovic - Implantes Dentários - Madureira,"Rua Maria de Freitas, 113 - Madureira, Rio de Janeiro - RJ, 21351-050, Brazil",55 21 99329-8708,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Odontovic Implantes Dentários - Campo Grande,http://www.odontovic.com.br/,4.0,vendas@www.odontovic.com.br,Dr. Victor Hugo Almeida - Implantodontist Responsible / Cirurgião Dentista,0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Odontovic Implantes Dentários - Campo Grande,"R. Ivo do Prado, 79 - sala 214/215 - Campo Grande, Rio de Janeiro - RJ, 23080-200, Brazil",55 21 99329-8708,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Clínica Sorrio | Implante Dentário | Dentista de emergência | Clínica odontológica | Copacabana | Rio de Janeiro - RJ,https://www.sorrio.com.br/,5.0,contato@sorrio.com.br,Dentista Rio (Dentista); Dentista Copacabana (Dentista),0,0,"Rio de Janeiro, RJ",RJ,False,False,,,,,,,,New Lead,Clínica Sorrio | Implante Dentário | Dentista de emergência | Clínica odontológica | Copacabana | Rio de Janeiro - RJ,"R. Barata Ribeiro, 529 - Loja A - Copacabana, Rio de Janeiro - RJ, 22041-011, Brazil",55 21 3959-5277,Google Places Advanced,1.0,1.0,0.0,Pending,contato@sorrio.com.br,,,70
Athenas Tecnologia em Logística,http://athen.as/,4.0,vendas@athen.as,Rogério Magela - CEO,0,0,"Rio de Janeiro, RJ",RJ,False,False,,https://www.linkedin.com/company/athenas-tecnologia-em-logistica,,,,,,New Lead,Athenas Tecnologia em Logística,"R. S. José, 90 - 2007 - Centro, Rio de Janeiro - RJ, 20010-020, Brazil",55 21 3031-6706,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Rezende - Laboratório de Prótese Odontológica,https://proteserezende.com.br/,7.0,proteserezende@gmail.com,Diretor - Not explicitly named in available sources,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Rezende - Laboratório de Prótese Odontológica,"R. Dona Lídya Couto, 162 - Floresta, Belo Horizonte - MG, 31015-290, Brazil",55 31 3292-5147,Google Places Advanced,1.0,1.0,0.0,Pending,proteserezende@gmail.com,"[{""name"": ""Senso de Dono"", ""title"": ""Dono"", ""confidence"": ""high""}]",,80
Ortop Instrumental Cirúrgico.,http://www.ortop.com.br/,4.0,contato@www.ortop.com.br,Rogerio Marinho Poeiras Teixeira - Administrador,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Ortop Instrumental Cirúrgico.,"Av. Água Branca, 508 - Jardim Bandeirantes, Contagem - MG, 32371-190, Brazil",55 31 2559-5500,Google Places Advanced,1.0,1.0,0.0,Pending,seuemail@email.com.br,,,70
Opiminas Instrumentos Cirúrgicos,http://opiminas.com.br/,7.0,opiminas@opiminas.com.br,Gerente Geral (Gerente Geral),0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Opiminas Instrumentos Cirúrgicos,"Av. Getúlio Vargas, 668 - Lj 19 - Savassi, Belo Horizonte - MG, 30112-901, Brazil",55 31 99746-4769,Google Places Advanced,1.0,1.0,0.0,Pending,exemplo@mail.com,"[{""name"": ""Diretor de Operações"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Gerente Geral"", ""title"": ""Gerente Geral"", ""confidence"": ""high""}]",,80
IPO Brasil - Unidade Belo Horizonte,http://www.ipobrasil.com.br/,4.0,atendimentosp@ipobrasil.com.br,Dr. José André Carvalho - Diretor Clínico (Director) for Unidade Belo Horizonte,0,0,"Belo Horizonte, MG",MG,False,False,,https://www.linkedin.com/company/ipo-brasil/,,,,,,New Lead,IPO Brasil - Unidade Belo Horizonte,"R. Grão Mogol, 502 - Carmo, Belo Horizonte - MG, 30310-010, Brazil",55 31 2520-8787,Google Places Advanced,1.0,1.0,0.0,Pending,contato.mg@ipobrasil.com.br,,,70
Shopping Ortopédico,http://shoppingortopedico.com.br/,4.0,contato@shoppingortopedico.com.br,Amarildo Pereira Barreto - Founder,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Shopping Ortopédico,"Av. Bernardo Monteiro, 1280 - Funcionários, Belo Horizonte - MG, 30150-281, Brazil",55 31 3224-2871,Google Places Advanced,1.0,1.0,0.0,Pending,contato@shoppingortopedico.com.br,,,70
Mvm Móveis Hospitalares,http://www.mvm.ind.br/,4.0,mvm@mvm.ind.br,Nicia Pains - Senior Executive,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Mvm Móveis Hospitalares,"R. Rubi, 126 - São Joaquim, Contagem - MG, 32113-270, Brazil",55 31 3333-0015,Google Places Advanced,1.0,1.0,0.0,Pending,mvm@mvm.ind.br,,,70
Clínica Odontológica Implantar - Dentista no Barreiro,http://www.grupoimplantar.com.br/,6.0,comercial@www.grupoimplantar.com.br,Presidente Kubitschek (Presidente),0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Clínica Odontológica Implantar - Dentista no Barreiro,"Av. Olinto Meireles, 478 - Barreiro, Belo Horizonte - MG, 30640-010, Brazil",55 31 3018-6000,Google Places Advanced,1.0,1.0,0.0,Pending,allsites@sixtema.com.br,"[{""name"": ""Presidente Kubitschek"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Hera Medicamentos,http://www.heraonline.com.br/,4.0,contato@heraonline.com.br,Bruno Bissoli Lucas - Farmacêutico Responsável,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Hera Medicamentos,"Rua dos Guajajaras, 2387 - 02 - Barro Preto, Belo Horizonte - MG, 30180-101, Brazil",55 800 606 1410,Google Places Advanced,1.0,1.0,0.0,Pending,contato@heraonline.com.br,,,70
Locamed - Aluguel e venda de equipamentos médicos-ortopédicos.,http://www.locamed.com.br/,4.0,locamed@locamed.com.br,Entre Animais (médico),0,0,"Belo Horizonte, MG",MG,False,False,,https://www.linkedin.com/company/locamed/,,,,,,New Lead,Locamed - Aluguel e venda de equipamentos médicos-ortopédicos.,"Av. do Contorno, 9463 - Prado, Belo Horizonte - MG, 30110-063, Brazil",55 31 3371-6072,Google Places Advanced,1.0,1.0,0.0,Pending,locamed@locamed.com.br,,,70
G LOG - Gestão em Logística LTDA,http://www.glogbrasilmg.com.br/,4.0,comercial@glogbrasil.com.br,Information not publicly available from the provided sources,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,G LOG - Gestão em Logística LTDA,"Av. Américo Vespúcio, 1693 - Aparecida, Belo Horizonte - MG, 31230-250, Brazil",55 31 3582-7189,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@glogbrasil.com.br,,,70
Biotech Logística,http://www.biotechlogistica.com.br/,4.0,sac@biotechlogistica.com.br,Gustavo Augusto Lacerda da Silva - Sócio-Administrador,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Biotech Logística,"Av. Sócrates Mariani Bitencourt, 1050 - Cinco, Contagem - MG, 32010-010, Brazil",55 31 3195-6695,Google Places Advanced,1.0,1.0,0.0,Pending,contato@biotechlogistica.com.br,,,70
Saudetec - Un. Lourdes,http://saudetec.com.br/,4.0,ecommerce@saudetec.com.br,Karina Teixeira - Gerente Comercial; Monica Oliveira Carneiro - Gerente de Governança,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Saudetec - Un. Lourdes,"R. Curitiba, 1586 - Lourdes, Belo Horizonte - MG, 30170-122, Brazil",55 31 99453-8889,Google Places Advanced,1.0,1.0,0.0,Pending,ecommerce@saudetec.com.br,,,70
Viva Comércio Importação e Exportação ltda,http://www.vivagroup.net.br/,4.0,info@www.vivagroup.net.br,Andre Freitas Maletta - Administrator; Marcos Teixeira Saponara - Administrator,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Viva Comércio Importação e Exportação ltda,"R. Padre Eustáquio, 924 - sala 7 - Carlos Prates, Belo Horizonte - MG, 30710-580, Brazil",55 31 3514-2094,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Akura Medicamentos Especiais,https://www.akuramed.com.br/,5.0,atendimento01@akuramed.com.br,José Roberto de Oliveira - CEO,0,0,"Belo Horizonte, MG",MG,False,False,,https://www.linkedin.com/company/akura-medicamentos-especiais/,,,,,,New Lead,Akura Medicamentos Especiais,"Rua dos Otoni, 742 - Sala 409 - Santa Efigênia, Belo Horizonte - MG, 30150-270, Brazil",55 31 3224-0649,Google Places Advanced,1.0,1.0,0.0,Pending,atendimento@akuramed.com.br,,,70
Farmedicon Distribuidora de Medicamentos,https://farmedicon.com.br/,5.0,info@farmedicon.com.br,Marcelo de Souza - CEO,0,0,"Belo Horizonte, MG",MG,False,False,,https://www.linkedin.com/company/farmedicon-distribuidora-de-medicamentos,,,,,,New Lead,Farmedicon Distribuidora de Medicamentos,"R. Cc, 342 - Arvoredo, Contagem - MG, 32113-215, Brazil",55 31 3365-0322,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Felbra Distribuidora de Produtos Farmacêuticos Ltda.,http://www.felbra.com.br/,4.0,contato@felbra.com.br,José Carlos Fonseca - CEO,0,0,"Belo Horizonte, MG",MG,False,False,,https://www.linkedin.com/company/felbra-distribuidora-de-produtos-farmacêuticos-ltda,,,,,,New Lead,Felbra Distribuidora de Produtos Farmacêuticos Ltda.,"Av. dos Açudes, 96 - Alto dos Pinheiros, Belo Horizonte - MG, 30530-720, Brazil",55 31 3243-4033,Google Places Advanced,1.0,1.0,0.0,Pending,contato@felbra.com.br,,,70
ONCOMG Medicamentos Especiais,http://oncomg.com.br/,4.0,contato@oncomg.com.br,Gustavo André da Silva - Farmacêutico Responsável,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,ONCOMG Medicamentos Especiais,"Praça Santo Antônio, 150 - Loja 13 - Pampulha, Belo Horizonte - MG, 31270-860, Brazil",55 31 3665-1134,Google Places Advanced,1.0,1.0,0.0,Pending,contato@oncomg.com.br,,,70
HYPOFARMA - Belo Horizonte,http://www.hypofarma.com.br/,4.0,atendimento@www.hypofarma.com.br,Jaeder Morais - CEO and Board Member; Renata Horta - CHRO | Diretora de Cultura,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,HYPOFARMA - Belo Horizonte,"Av. do Contorno, 6594 - 14º andar - Lourdes, Belo Horizonte - MG, 30110-044, Brazil",55 31 3290-6550,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Pharmanectar,https://www.pharmanectarloja.com.br/,5.0,sac@pharmanectar.com.br,Victor Lemos Abreu - Person in Charge,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Pharmanectar,"R. Pernambuco, nº 1066 - Funcionários, Belo Horizonte - MG, 30130-151, Brazil",55 31 3261-4028,Google Places Advanced,1.0,1.0,0.0,Pending,vendas@pharmanectar.com.br,,,70
3PH Medicamentos Especiais,https://www.3ph.com.br/,5.0,contato@www.3ph.com.br,Renata Coalho Teixeira (Responsável Técnico),0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,3PH Medicamentos Especiais,"Av. Eng. Carlos Goulart, 931A - Buritis, Belo Horizonte - MG, 30493-030, Brazil",55 31 3347-9444,Google Places Advanced,1.0,1.0,0.0,Pending,xx@xx.com,,,70
ORTO-SAN Saúde e Ortopedia,http://www.ortosan.com.br/,4.0,contato@ortosan.com.br,Dra. Isabelle Carvalho - Ortopedista - Traumatologista,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,ORTO-SAN Saúde e Ortopedia,"R. Tapira, 1234 - Renascença, Belo Horizonte - MG, 31130-550, Brazil",55 31 98201-4077,Google Places Advanced,1.0,1.0,0.0,Pending,contato@ortosan.com.br,,,70
Clínica Odontológica Implantar - Dentista no Padre Eustáquio,http://www.grupoimplantar.com.br/,6.0,comercial@www.grupoimplantar.com.br,Presidente Kubitschek (Presidente),0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Clínica Odontológica Implantar - Dentista no Padre Eustáquio,"R. Padre Eustáquio, 1716 - Carlos Prates, Belo Horizonte - MG, 30710-580, Brazil",55 31 2120-0013,Google Places Advanced,1.0,1.0,0.0,Pending,allsites@sixtema.com.br,"[{""name"": ""Presidente Kubitschek"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Sameh Soluções Hospitalares Ltda,http://sameh.com.br/,4.0,sameh@sameh.com.br,Belo Horizonte (médico),0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Sameh Soluções Hospitalares Ltda,"Av. Flávio dos Santos, 317 - Floresta, Belo Horizonte - MG, 31015-150, Brazil",55 31 3582-0101,Google Places Advanced,1.0,1.0,0.0,Pending,sameh@sameh.com.br,,,70
Vera Cruz Distribuidora de Produtos Hospitalares,http://www.veracruzhospitalar.com.br/,4.0,contato@veracruzhospitalar.com.br,Gilberto Miranda - Website Administrator,0,0,"Belo Horizonte, MG",MG,False,False,,,,,,,,New Lead,Vera Cruz Distribuidora de Produtos Hospitalares,"Rua Sena Madureira, 435 - Ouro Preto, Belo Horizonte - MG, 31340-000, Brazil",55 31 3146-6606,Google Places Advanced,1.0,1.0,0.0,Pending,contato@veracruzhospitalar.com.br,,,70
