Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
MAIS APOIO FARMA - BOA FARMA GARIBALDI,,"AVENIDA REITOR MIGUEL CALMON, 381, LOJA B563 - Canela, Salvador - BA, 40110-100, Brazil",5.0,2.0,+55 71 98686-1010,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
FEDERA FARMA,,"R. Caetano Moura, 42 - Federação, Salvador - BA, 40210-340, Brazil",,,+55 71 98507-2686,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Celecino Britto S/A Ind e Comércio,,"Av. Antônio Carlos Magalhães, 2573 - Itaigara, Salvador - BA, 40289-900, Brazil",,,+55 71 3351-7323,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Medical Pharma S.A. De C.V. (Laboratorios Tecnofarma),,"Pje Las Rosas, San Salvador, El Salvador",4.0,3.0,+503 2284 9774,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Farmácia Poupa Brasil,,"R. Reinaldo de Matos, 07 - Nordeste do Amaralina, Salvador - BA, 41905-365, Brazil",5.0,4.0,+55 71 99194-8898,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Farmácia CBX,,"R. Luiz Régis Pacheco, 87 - loja 02 - Uruguai, Salvador - BA, 40451-360, Brazil",,,+55 71 99992-4614,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Farmácia Mini Preço da Bahia,,"Dentro do G Barbosa - Estr. das Barreiras, 992 (75) 9877-8715 - ATENDIMENTO VIA WHATSAPP - São Gonçalo, Salvador - BA, 41185-500, Brazil",5.0,5.0,+55 71 98362-9736,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
FARMÁCIA E PERFUMARIA - ENTREGA EM DOMICILIO - FARMABARRA.,,"R. Comendador Francisco Pedreira, 4 - Chame-Chame - Barra, Salvador - BA, 40157-520, Brazil",4.6,8.0,+55 71 3012-8040,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Salvador, BA","Salvador, BA",Indústria Farmacêutica
Volpe Med Distribuidora de Medicamentos,,"R. da Libéria, 23 - Granjas Rurais Pres. Vargas, Salvador - BA, 41230-015, Brazil",,,+55 71 98818-0001,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Salvador, BA","Salvador, BA",Distribuidora de Medicamentos e Correlatos
Alimentude Distribuidora Produtos Naturais e Suplementos,http://www.alimentude.com.br/,"Condomínio Patrimonial Ponto 12 - R. Mariazumba, 286 - Galpão 05 - Granjas Rurais Pres. Vargas, Salvador - BA, 41230-080, Brazil",4.7,47.0,+55 71 3366-1897,"food_store, store, food, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Salvador, BA","Salvador, BA",Distribuidora de Medicamentos e Correlatos
Ggc Distribuidora De Medicamentos Hospitalares,,"R. Gilvan Fernandes, 188 - Recreio Ipitanga, Lauro de Freitas - BA, 42700-530, Brazil",,,+55 71 3487-4024,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Salvador, BA","Salvador, BA",Distribuidora de Medicamentos e Correlatos
Machado e Mendonça Distribuidora Mat. Hospitalar Ltda,,"R. Castro Neves, 312 - Santo Agostinho, Salvador - BA, 40255-020, Brazil",,,+55 71 98122-5334,"wholesaler, store, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Salvador, BA","Salvador, BA",Distribuidora de Medicamentos e Correlatos
Dommed Produtos Hospitalares,,"Etr da Muriçocas, 9 - Vale dos Lagos, Salvador - BA, 41250-420, Brazil",2.7,3.0,+55 71 3393-1058,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Salvador, BA","Salvador, BA",Importadora de Produtos para Saúde
ARS distribuidora,,"R. Jogo do Carneiro - Saúde, Salvador - BA, 40301-110, Brazil",,,,"health, wholesaler, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Salvador, BA","Salvador, BA",Importadora de Produtos para Saúde
Laboratório de Prótese Dentário Odonto Art,,"Av. Antônio Carlos Magalhães, 454 - Sala - Pituba, Salvador - BA, 41800-700, Brazil",5.0,1.0,+55 71 98145-3668,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Laboratório Essence,,"Edf. Fernadez Plaza - Av. Antônio Carlos Magalhães, 2487 - Sala 605 - Parque Bela Vista, Salvador - BA, 40280-000, Brazil",4.7,3.0,+55 71 3033-0202,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Prótese dentária em Lauro de Freitas Instituto digital M prótese,,"Av. Luiz Tarquínio Pontes, 2576 - Vilas do Atlântico, Lauro de Freitas - BA, 42708-901, Brazil",4.0,2.0,+55 71 99320-9015,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Pro Dente - Laboratório de prótese - Prótese odontológica - Salvador,,"R. Altino Serbeto de Barros, 173 - Sala 1802 - Pituba, Salvador - BA, 41830-492, Brazil",,,+55 71 99137-2704,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Laboratório de Prótese Profix,,"Av. Antônio Carlos Magalhães, 1034 - Itaigara, Salvador - BA, 41825-000, Brazil",5.0,1.0,+55 71 3351-7913,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Laboratorio de Prótese,,"Av. Centenário, 1336 - Chame-Chame, Salvador - BA, 40155-150, Brazil",,,,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Salvador, BA","Salvador, BA",Laboratório de Prótese Dentária Digital
Solutis Tecnologias Ltda.,http://www.solutis.com.br/,"Av. Tancredo Neves, 1186 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil",4.7,113.0,+55 71 3021-2999,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Netra Tecnologia,http://www.netra.global/,"Rua Leonor Calmon, 44 - Candeal, Salvador - BA, 40296-210, Brazil",4.8,50.0,+55 71 3617-0707,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Solvum Tecnologia,https://solvum.com.br/,"R. Alagoinhas, 401 - Rio Vermelho, Salvador - BA, 41204-095, Brazil",5.0,48.0,+55 71 99320-6725,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Fortes Tecnologia Salvador,https://www.fortestecnologia.com.br/,"Edifico Empresarial Orlando Gomes - R. Frederico Simões, 153 - 8° Andar, Sala 806 - Caminho das Árvores, Salvador - BA, 41820-774, Brazil",3.8,9.0,+55 71 3034-1030,"accounting, consultant, finance, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Instasoft Tecnologia em Sistemas,https://www.instasoft.com.br/,"Edifício Salvador Trade Center - Av. Tancredo Neves, 1632 - 505 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil",5.0,2.0,+55 71 2132-5666,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
MDS Tecnologia da Informação,http://www.mdstecnologia.com.br/site/mds/index.html,"Alameda Salvador, 1057 - Caminho das Árvores, Salvador - BA, 41820-790, Brazil",4.0,4.0,+55 71 3017-5118,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
INOVIT Consultoria e Soluções em TI,http://www.inovit.com.br/,"Av. Prof. Magalhães Neto, 1856 - Pituba, Salvador - BA, 41810-012, Brazil",4.9,55.0,+55 71 3497-0085,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Conecta Saúde Bahia,https://www.conectasaudebahia.com.br/,"Empresarial Brotas Master - Av. Dom João VI, 2082 - Sala 208 - Brotas, Salvador - BA, 40285-001, Brazil",,,+55 71 3012-3863,"health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Salvador, BA","Salvador, BA",Empresa de Tecnologia em Saúde
Medial Saúde Distribuidora de Produtos Médicos Hospitalar - LTDA,,"R. Euríco de Souza Leão, 594 - Cordeiro, Recife - PE, 50721-100, Brazil",4.5,11.0,+55 81 3050-1050,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Recife, PE","Recife, PE",Fabricante de Equipamentos Médicos
Nutri Hospitalar - Nutrição e Material Médico-Hospitalar,,"R. Dr. Carlos Mavignier, 104 - Casa Amarela, Recife - PE, 52070-110, Brazil",5.0,5.0,+55 81 3049-4648,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Recife, PE","Recife, PE",Fabricante de Equipamentos Médicos
Hospfar Indústria e Comércio de Produtos Hospitalares Ltda,,"R. Jonathas de Vasconcelos, 81 - Boa Viagem, Recife - PE, 51021-140, Brazil",3.2,5.0,+55 81 2123-3500,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Recife, PE","Recife, PE",Fabricante de Equipamentos Médicos
PB Hospitalar,,"R. Manoel Joaquim de Almeida, 96 - Loja 1 e 2 - Iputinga, Recife - PE, 50670-370, Brazil",3.7,11.0,+55 81 3132-4911,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Recife, PE","Recife, PE",Indústria de Materiais Hospitalares
Cirúrgica Medine,http://www.instagram.com/cirurgicamedine,"R. Padre Roma, 580 - Parnamirim, Recife - PE, 52060-060, Brazil",4.8,26.0,+55 81 3204-6675,"health, point_of_interest, store, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Recife, PE","Recife, PE",Indústria de Materiais Hospitalares
NOVODONTO - Serviços Técnicos em Equipamentos Odontológicos,,"Rua Doutor Nylo Dornellas Câmara, 90 Edf. Canárias - Sala 16 - Boa Viagem, Recife - PE, 51021-400, Brazil",5.0,26.0,+55 81 99756-0924,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Endomac Dental,,"Av. João de Barros, n° 1350 - sala 103 - Espinheiro, Recife - PE, 52021-180, Brazil",5.0,33.0,+55 81 3031-1240,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Dental Comércio,,"Av. João de Barros, 1468 - Boa Vista, Recife - PE, 52021-180, Brazil",4.5,11.0,+55 81 3126-1532,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Dental Ortocom,,"Galeria Santa Sicilia - Av. Eng. Domingos Ferreira, 2215 - Boa Viagem, Recife - PE, 51110-020, Brazil",3.5,6.0,+55 81 99974-0026,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
ODONTOK Produtos Odontológicos,,"R. Francisco Alves, 75 - Ilha do Leite, Recife - PE, 50030-230, Brazil",,,,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Dabi Atlante - Filial Recife,http://www.dabiatlante.com.br/,"Av. Eng. Domingos Ferreira, 801 - sala 104 - Pina, Recife - PE, 51011-051, Brazil",3.0,4.0,+55 81 3203-3255,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Dentine,,"Av. Dantas Barreto, 240 - Santo Antônio, Recife - PE, 50010-360, Brazil",3.8,8.0,+55 81 3424-1049,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Odontos Técnica,,"R. Franklin Távora, 900 - Campo Grande, Recife - PE, 52040-050, Brazil",3.7,3.0,+55 81 3241-8869,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Recife, PE","Recife, PE",Fabricante de Produtos Odontológicos
Clínica Implantes Recife,,"R. Carlos Pôrto Carreiro, 110 A - Boa Vista, Recife - PE, 50070-090, Brazil",5.0,12.0,+55 81 98639-0708,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
Francisco Roque Lab de Prótese,,"R. Joaquim Carneiro da Silva, 66 - Pina, Recife - PE, 51011-490, Brazil",5.0,2.0,+55 81 99831-4191,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
Dra. Roberta Lins,,"Av. República do Líbano, 251 - Sala 2313, Torre 1 - Pina, Recife - PE, 51110-160, Brazil",5.0,86.0,+55 81 3204-0911,"dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
OdontoCape Dental Center,https://odontocape.com.br/wordpress/,"R. Joaquim Carneiro da Silva, 66 - Boa Viagem, Recife - PE, 51011-490, Brazil",4.7,101.0,+55 81 3301-5780,"dentist, dental_clinic, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
Cavalcanti Odontologia,http://cavalcantiodontologia.com.br/pre-agendamento,"Av. Eng. Domingos Ferreira, 801 - Sala 103 - Pina, Recife - PE, 51011-050, Brazil",5.0,468.0,+55 81 3771-0775,"dentist, dental_clinic, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
PCM Odonto - Clínica Odontológica Especializada,,"R. Dona Ada Vieira, 99 - Santana, Recife - PE, 52060-520, Brazil",4.8,25.0,+55 81 99989-7073,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
CIEB- Centro Integrado De Estética Bucal,https://www.ciebimplantar.com/,"R. José Osório, 401 - Sala 11 - Madalena, Recife - PE, 50610-280, Brazil",4.8,92.0,+55 81 99592-3485,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
Dentfix,https://dentfix.com.br/,"R. Inácio Ribeiro, 952 - Centro, Santa Rita do Passa Quatro - SP, 13670-000, Brazil",5.0,9.0,+55 19 3584-7272,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
PHD Odontologia,http://phdodontologia.com.br/,"Avenida República do Líbano, 251, Torre 3, Sala 1406 - RioMar Trade Center - Pina, Recife - PE, 51111-160, Brazil",4.6,25.0,+55 81 3048-2224,"dental_clinic, dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Recife, PE","Recife, PE",Fabricante de Implantes Dentários
Ortoplan Comércio de Implantes Ortopédicos,,"R. Gen. Polidoro, 267 - Várzea, Recife - PE, 50740-050, Brazil",5.0,2.0,+55 81 3274-9000,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Recife, PE","Recife, PE",Fabricante de Implantes Ortopédicos
PE-Implantes-Comércio de Implantes Ortopédicos,,"R. Antônio Novais, 1 - Graças, Recife - PE, 52050-280, Brazil",,,+55 81 3031-9747,"health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Recife, PE","Recife, PE",Fabricante de Implantes Ortopédicos
Bomporte Ind Comércio de Ap Ortopédicos Ltda,,"R. São Gonçalo, 78 - Boa Vista, Recife - PE, 50070-600, Brazil",5.0,23.0,+55 81 3222-0823,"shoe_store, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Recife, PE","Recife, PE",Fabricante de Implantes Ortopédicos
Sana Foot Orthopedics,,"Av. Conde da Boa Vista, 1089 - Boa Vista, Recife - PE, 50060-003, Brazil",4.3,92.0,+55 81 3423-4901,"shoe_store, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Recife, PE","Recife, PE",Fabricante de Implantes Ortopédicos
Medic Ortopedia,,"R. Manuel Bezerra, 73 - Madalena, Recife - PE, 50610-250, Brazil",,,,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Recife, PE","Recife, PE",Fabricante de Implantes Ortopédicos
MAARTEC Instrumental Cirúrgico,,"Rua Um, Loteamento Canoas 26 - Tv. Segunda Mgs, 6 - Nossa Sra. do O, Ipojuca - PE, 55590-000, Brazil",4.9,7.0,+55 81 2011-3313,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Recife, PE","Recife, PE",Fabricante de Instrumentos Cirúrgicos
Endosurgical,,"R. Monte Castelo, 118 - Boa Vista, Recife - PE, 50050-310, Brazil",5.0,3.0,+55 81 3226-9130,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Recife, PE","Recife, PE",Fabricante de Instrumentos Cirúrgicos
Revanil Comércio e Repres de Produtos Cirúrgicos Ltda,,"R. Alfredo Becker, 44 - Cordeiro, Recife - PE, 50630-100, Brazil",,,+55 81 3227-7519,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Recife, PE","Recife, PE",Fabricante de Instrumentos Cirúrgicos
Red Line Comércio de Produtos Cirúrgicos,,"Av. Professor Joaquim Cavalcanti, 533 - Iputinga, Recife - PE, 50800-010, Brazil",,,+55 81 3454-2793,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Recife, PE","Recife, PE",Fabricante de Instrumentos Cirúrgicos
JM,,"R. Manoel Bernardes, 99 - Madalena, Recife - PE, 50710-350, Brazil",4.7,80.0,+55 81 99540-3899,"beauty_salon, nail_salon, hair_salon, hair_care, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
EMBRAESTER - Empresa Brasileira de Esterilizações,,"R. Prof. Othon Paraíso, 161 - Torreão, Recife - PE, 52030-250, Brazil",4.8,58.0,+55 81 3427-1868,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Marcone Estevam - Prótese dentária -Laboratório e Centro de Treinamento Recife,,"R. Arlíndo Gouvêia, 100 - CASA - Madalena, Recife - PE, 50720-595, Brazil",5.0,1.0,+55 81 99251-2302,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Prótese dentária,,"Av. Pernambuco, 410 - COHAB, Recife - PE, 51280-000, Brazil",,,+55 81 99692-6228,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
L&A Protese Dentaria Loja 04,,"51280 - Em frente a padaria da Ur 1 Ibura. F: 988367993 - Av. Pernambuco, 488 - 000 - COHAB, Recife - PE, 51280-000, Brazil",5.0,1.0,+55 81 98836-7993,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Oficina de Prótese Dentária (Soares Protético),https://www.grandesmarcaspe.com.br/r/oficina-protese-dentaria/recife/casa-amarela/pe,"Av. Dr. Euríco Chaves, 1014 - Casa Amarela, Recife - PE, 52071-255, Brazil",4.4,13.0,+55 81 99968-0206,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Prótese Capilar Vitor DiLuna,https://instagram.com/vitordiluna?igshid=MzRlODBiNWFlZA==,"R. Agenor Lopes, 25 - Boa Viagem, Recife - PE, 51021-110, Brazil",5.0,35.0,+55 81 99733-2508,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Laboratório Pernambucano,,"R. Frederico, 165 - Encruzilhada, Recife - PE, 52041-540, Brazil",4.4,9.0,+55 81 3426-2420,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Prótese capilar Recife,https://instabio.cc/31012121n5j0D,"Av. Visc. de Jequitinhonha, 53-B - primeiro andar - Boa Viagem, Recife - PE, 51021-190, Brazil",5.0,2.0,+55 81 99766-5686,"beauty_salon, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Implante capilar sem cirurgia e prótese capilar em Recife,https://www.coresemechas.com.br/,"R. Barão de Souza Leão - Boa Viagem, Recife - PE, 51030-300, Brazil",5.0,1.0,+55 81 98965-3066,"beauty_salon, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
Laboratório de Prótese Daniel Felix,,"Av. Guararapes, 154 - Santo Antônio, Recife - PE, 50010-000, Brazil",,,+55 81 3224-1000,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Recife, PE","Recife, PE",Fabricante de Próteses
"Medlocal locação, venda e reparo de material hospitalar",,"R. Dep. Mario Monteiro, 111 - Casa Amarela, Recife - PE, 52051-320, Brazil",4.9,19.0,+55 81 98821-9568,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Recife, PE","Recife, PE",Fabricante de Móveis Hospitalares
Divcom Pharma Produtos Farmacêuticos Nordeste,,"R. Mario Domingues, 91 - Boa Vista, Recife - PE, 50070-190, Brazil",,,+55 800 281 1606,"pharmacy, health, point_of_interest, store, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Fábrica dos Remédios,,"R. do Riachuelo, 309 - Boa Vista, Recife - PE, 50050-400, Brazil",,,+55 81 3221-0603,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Fábrica de Remédios,,"R. das Flôres, 129 - Santo Antônio, Recife - PE, 50010-110, Brazil",,,+55 81 3229-9696,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Plena Distribuidora de Medicamentos,,"Cais Santa Rita, 326 - São José, Recife - PE, 50020-350, Brazil",2.9,26.0,+55 800 940 9208,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Farmácia Amavida,,"R. dos Coelhos, 241 - Boa Vista, Recife - PE, 50070-550, Brazil",5.0,177.0,+55 81 3034-8210,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Farmácia Bis | Farmácia Delivery em Recife - PE,https://farmaciabis.com.br/produtos,"R. Coração de Maria, 140 - São José, Recife - PE, 50020-400, Brazil",4.2,132.0,+55 81 99972-0559,"clothing_store, drugstore, health, point_of_interest, store, establishment",,Google Places Advanced,"Indústria Farmacêutica in Recife, PE","Recife, PE",Indústria Farmacêutica
Sucesso Distribuidora Medicamentos Ltda,,"R. Coração de Maria, 135 - São José, Recife - PE, 50020-400, Brazil",4.6,5.0,+55 81 3224-7629,"drugstore, pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Distribuidora Santa Maria,,"R. Coração de Maria, 75 - São José, Recife - PE, 50020-400, Brazil",4.1,18.0,+55 81 3092-7990,"drugstore, pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Grupo CDM - PE,http://www.grupocdm.com.br/,"R. Gov. Leopoldo Neves, 67 - Várzea, Recife - PE, 50980-370, Brazil",4.2,25.0,+55 81 3202-0400,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
G1 Distribuidora,https://www.g1distribuidora.com.br/site/,"R. Riacho das Almas, 770 - Marcos Freire, Jaboatão dos Guararapes - PE, 54368-270, Brazil",5.0,15.0,+55 81 3205-0255,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Cirúrgica Recife Distribuidora LTDA,,"Av. Djalma Dutra, 931 - Heliópolis, Garanhuns - PE, 55296-290, Brazil",4.6,9.0,+55 87 3761-3533,"pharmacy, wholesaler, health, store, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Melhorfarma Distribuidora,https://www.melhorfarma.com.br/,"R. Venturosa, 38 Marcos Freire - portal dos - Prazeres, Jaboatão dos Guararapes - PE, 54368-180, Brazil",4.4,11.0,+55 81 4106-1665,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
Oncoexo,http://oncoexo.com.br/,"R. Jundiá, 264 - Tamarineira, Recife - PE, 52051-090, Brazil",,,+55 81 3268-6330,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
DROGAFONTE,https://www.drogafonte.com.br/,"Rodovia Br Cento e Um Norte, 170 - Guabiraba, Recife - PE, 52091-530, Brazil",4.5,13.0,+55 81 2102-1819,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Recife, PE","Recife, PE",Distribuidora de Medicamentos e Correlatos
