Company,Website,Lead_Score,Email,Decision_Maker,Employees,Years_Active,City,State,FDA_Certified,CE_Certified,Products,LinkedIn_Company,Perplexity_Segment,Perplexity_City,Perplexity_State,Perplexity_Decision_Makers,Perplexity_Notes,Status,Nome Empresa,Address,Phone,Source,Predicted_Score,V2_Score,Renner_Score,Enrichment_Status,Scraped_Emails,Decision_Makers_Deep,LinkedIn_Person,Confidence_Score
GIGAVIDA Tecnologia Manutenção HOSPITALAR odontológica Laboratorial,https://www.gigavida.com.br/,5.0,gigavida@gigavida.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,GIGAVIDA Tecnologia Manutenção HOSPITALAR odontológica Laboratorial,"R. Santa Edwirges, 182 - Bongi, Recife - PE, 50830-060, Brazil",55 81 3314-7914,Google Places Advanced,1.0,1.0,0.0,Pending,gigavida@gigavida.com.br,,,70
TECSAÚDE Hospital Engineering,http://www.tecsaude.com.br/,4.0,sac@www.tecsaude.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,TECSAÚDE Hospital Engineering,"R. Dona Maria de Souza, 681 - Piedade, Jaboatão dos Guararapes - PE, 54400-260, Brazil",55 11 99207-4064,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@tecsaude.com.br,,,70
MILESKI INDÚSTRIA DE AVENTAIS E CAMPOS DESCARTÁVEIS BRASILIA-DF,https://www.mileski.com.br/shop,5.0,consultoriavendas@mileski.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,MILESKI INDÚSTRIA DE AVENTAIS E CAMPOS DESCARTÁVEIS BRASILIA-DF,"SCSV - SETOR DE OFICINAS LESTE QUADRA 01 CONJUNTO 03 LOTE , 14 - CIDADE ESTRUTURAL, Brasília - DF, 71262-115, Brazil",55 61 99203-7437,Google Places Advanced,1.0,1.0,0.0,Pending,consultoriavendas@mileski.com.br,,,70
Pulsar Technologies,https://pulsartechnologies.com.br/,5.0,pulsartechnologies@pulsartechnologies.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Pulsar Technologies,"SIA Trecho 5, 05/35 - Salas 411, 413, 415, 417 e 423 - Zona Industrial, Brasília - DF, 71205-050, Brazil",55 61 98156-0006,Google Places Advanced,1.0,1.0,0.0,Pending,pulsartechnologies@pulsartechnologies.com.br,,,70
DS Medical equipamentos médicos e hospitalares,http://www.dsmedical.com.br/,4.0,dsequipamentos@outlook.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,DS Medical equipamentos médicos e hospitalares,"Guará II Qs 01 Led office torre 2 sala, 303 - Taguatinga, Brasília - DF, 70297-400, Brazil",55 61 99917-0557,Google Places Advanced,1.0,1.0,0.0,Pending,dsequipamentos@outlook.com,,,70
Royal Implantes,http://royalimplantes.com.br/implantes-dentarios,4.0,contact@royalimplantes.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Royal Implantes,"ST SCS QUADRA 07 EDIF TORRE PATIO BRASIL, BLOCO A SALA 1105 1107 E 1109 - Asa Sul, Brasília - DF, 70307-901, Brazil",55 61 3060-5289,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Clínica Implants,http://clinicaimplants.com.br/,4.0,contato@clinicaimplants.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Clínica Implants,"Centro Empresarial Norte, salas 311 e 313 SRTVN, Quadra 701, Conjunto C, Nº 124 - Asa Norte, Brasília - DF, 70719-903, Brazil",55 61 3326-2220,Google Places Advanced,1.0,1.0,0.0,Pending,implants@gruponascimento.com,,,70
Implantec Odontologia,https://www.implantecodontologia.com.br/,7.0,atendimento@www.implantecodontologia.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Implantec Odontologia,"GILBERTO SALOMÃO - SHIS QI 5 Chácaras, SALA 314 - Lago Sul, Brasília - DF, 71615-560, Brazil",55 61 3366-3999,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Clínico"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Vital,http://www.vitalimplantes.com.br/,4.0,contato@www.vitalimplantes.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Vital,"Conjunto Nacional, torre amarela Sala 5116 - Asa Norte, Brasília - DF, 70077-900, Brazil",55 61 3030-5757,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Consist Sistema de Implante,http://www.consistimplante.com.br/,4.0,sac@www.consistimplante.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Consist Sistema de Implante,"SOF NORTE, QUADRA 04 - CONJUNTO F LOJA 106 - Zona Industrial, Brasília - DF, 70770-100, Brazil",55 61 3234-2758,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Implantar Odontologia - Brasília,http://www.implantarbrasilia.com.br/,4.0,implantarodontologiamoderna@gmail.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Implantar Odontologia - Brasília,"SEPS 714/914 BL D sala 302 - Plano Piloto, Brasília - DF, 70390-145, Brazil",55 61 3037-1527,Google Places Advanced,1.0,1.0,0.0,Pending,implantarodontologiamoderna@gmail.com,,,70
ImplantCenter - Odontologia e Implantes,http://www.implantcenter.com.br/,4.0,sac@implantcenter.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,ImplantCenter - Odontologia e Implantes,"SEPS 710-910 Torre A loja 09 galeria Via Brasil - Asa Sul, Brasília - DF, 70390-108, Brazil",55 61 3443-0402,Google Places Advanced,1.0,1.0,0.0,Pending,sac@implantcenter.com.br,,,70
Opper Dental,http://www.opperdental.com.br/,4.0,comercial@www.opperdental.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Opper Dental,"Venâncio shopping Torrre B 60 - salas 453 a 455 - Asa Sul, Brasília - DF, 70333-900, Brazil",55 61 99197-2267,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Nexxera,https://www.nexxera.com/,5.0,suporte.mercantil@nexxera.com,,0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Nexxera,"R. Madalena Barbi, 181 - Centro, Florianópolis - SC, 88015-190, Brazil",55 48 2106-5698,Google Places Advanced,1.0,1.0,0.0,Pending,suporte.mercantil@nexxera.com,,,70
Federal Doctor,http://www.federaldoctor.com.br/,4.0,info@www.federaldoctor.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Federal Doctor,"Via W3 Sul, 71 - Asa Sul, Brasília - DF, 70331-530, Brazil",55 61 3201-2000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Descartáveis em Brasília| Produtos Clinicos| Odontológicos| Estéticos,https://descartaveisembrasilia.com.br/,5.0,dentalbastosdf@gmail.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Descartáveis em Brasília| Produtos Clinicos| Odontológicos| Estéticos,"Q - St. A Sul QSA 20 - Taguatinga Sul (Taguatinga, Brasília - DF, 72015-200, Brazil",55 61 98430-0073,Google Places Advanced,1.0,1.0,0.0,Pending,dentalbastosdf@gmail.com,,,70
Dental Recanto - Produtos Odontológicos,https://dentalrecanto.pedidook.com.br/,5.0,recantodoctor@gmail.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Dental Recanto - Produtos Odontológicos,"Avenida Recanto das Emas, S/N - Q. 201, 02 - Loja 07 - Recanto das Emas, Brasília - DF, 72610-125, Brazil",55 61 3081-7491,Google Places Advanced,1.0,1.0,0.0,Pending,recantodoctor@gmail.com,,,70
Dental Golden,http://www.dentalgolden.com.br/,4.0,sac@dentalgolden.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Dental Golden,"SCS Quadra 5 Bloco B Lote 74 (Centro Comercial Amazonas - SCS Q. 5 - Asa Sul, Brasília - DF, 70300-908, Brazil",55 61 3052-9850,Google Places Advanced,1.0,1.0,0.0,Pending,ribeiro@dentalgolden.com.br,,,70
"JC DENTAL EQUIPAMENTOS, PRODUTOS E SERVIÇOS LTDA",http://www.instagram.com/jcodontoservice,4.0,comercial@www.instagram.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,"JC DENTAL EQUIPAMENTOS, PRODUTOS E SERVIÇOS LTDA","Riacho Fundo CLN 3 Bloco A (Comércio Lote 1/2 - Riacho Fundo, Brasília - DF, 71805-511, Brazil",55 61 3223-7836,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Dental legal - Produtos odontológicos,https://www.dentallegal.com.br/,5.0,dentallegal@yahoo.com,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Dental legal - Produtos odontológicos,"SAAN Quadra 1, 680 - sala 104 - SIA, Brasília - DF, 70632-100, Brazil",55 61 98100-8681,Google Places Advanced,1.0,1.0,0.0,Pending,dentallegal@yahoo.com,,,70
Biomédica Equipamentos,http://www.biomedica.com.br/,4.0,contato@biomedica.com.br,,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Biomédica Equipamentos,"Sia - SIA 03 625 - SIA, Brasília - DF, 71200-030, Brazil",55 61 3363-4422,Google Places Advanced,1.0,1.0,0.0,Pending,contato@biomedica.com.br,,,70
Meets Tecnologia | Recife PE,http://www.meets.com.br/,4.0,contato@meets.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Meets Tecnologia | Recife PE,"Cais do Apolo, 222 - Recife, PE, 50030-230, Brazil",55 81 99297-1917,Google Places Advanced,1.0,1.0,0.0,Pending,contato@meets.com.br,,,70
Tascom Tecnologia,https://tascomtecnologia.com.br/,5.0,contato@tascomtecnologia.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Tascom Tecnologia,"R. Pedro Américo, 193 - Bongi, Recife - PE, 50751-340, Brazil",55 81 99121-2553,Google Places Advanced,1.0,1.0,0.0,Pending,contato@tascomtecnologia.com.br,,,70
Salvus - Tecnologia e Saúde,http://www.salvus.me/,4.0,contato@salvus.me,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Salvus - Tecnologia e Saúde,"R. Marquês de Valença, 231 - Boa Viagem, Recife - PE, 51021-500, Brazil",55 81 99100-7320,Google Places Advanced,1.0,1.0,0.0,Pending,contato@salvus.me,,,70
Art Cirúrgica,http://www.artcirurgica.com.br/,4.0,contato@www.artcirurgica.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Art Cirúrgica,"Av. Visc. de Albuquerque, 926 - Madalena, Recife - PE, 50610-090, Brazil",55 81 3227-2000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Top Implantes Recife,http://www.topimplantes.com.br/,4.0,topimplantes@gmail.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Top Implantes Recife,"R. Dr. José Marcelino, 61 - Madalena, Recife - PE, 50720-070, Brazil",55 81 3031-9747,Google Places Advanced,1.0,1.0,0.0,Pending,topimplantes@gmail.com,,,70
Orthoserv - Tecnologia em Implantes,http://orthoserv.com.br/,4.0,ctt@orthoserv.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Orthoserv - Tecnologia em Implantes,"R. Estácio Coimbra, 148 - Paissandu, Recife - PE, 52010-070, Brazil",55 81 2138-6900,Google Places Advanced,1.0,1.0,0.0,Pending,ctt@orthoserv.com.br,,,70
Drª. Janine Perboire- Especialista em Implante Dentário,https://janineperboirecentroodontologico.com/,5.0,drajanineperboireco@gmail.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Drª. Janine Perboire- Especialista em Implante Dentário,"Av. Eng. Domingos Ferreira, 2160 - Sala 805 - Boa Viagem, Recife - PE, 51111-020, Brazil",55 81 99955-0140,Google Places Advanced,1.0,1.0,0.0,Pending,janineperboire@hotmail.com,,,70
Oral Sin Implantes - Derby,https://oralsinrecifederby.com.br/,5.0,contato@oralsinrecifederby.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Oral Sin Implantes - Derby,"R. Feliciano Gomes, 190 - Derby, Recife - PE, 52010-240, Brazil",55 81 99693-5493,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Odonto Spazzio - Implante Dentário em Recife - Ortodontia - Aparelho Ortodontico em Recife - Enxertos Ósseos - Carga Imediata,https://drricardodebiase.com.br/implantes/,5.0,comercial@drricardodebiase.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Odonto Spazzio - Implante Dentário em Recife - Ortodontia - Aparelho Ortodontico em Recife - Enxertos Ósseos - Carga Imediata,"Shopping ETC - Av. Conselheiro Rosa e Silva, 1460 - Sala 704 - Aflitos, Recife - PE, 52050-020, Brazil",55 81 99189-9397,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Borelli Implantes,http://www.borelliimplantes.com.br/,4.0,contato@borelliimplantes.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Borelli Implantes,"Av. República do Libano, 251 - Rio Mar Trade Center 3, sala 2101, Torre C - Pina, Recife - PE, 51110-160, Brazil",55 81 99117-3317,Google Places Advanced,1.0,1.0,0.0,Pending,contato@borelliimplantes.com.br,,,70
Odontocape Graças | Dentista Graças | Clínica Odontológica,https://odontocape.com.br/wordpress/,5.0,contact@odontocape.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Odontocape Graças | Dentista Graças | Clínica Odontológica,"R. Confederação do Equador, 143 - Graças, Recife - PE, 52011-060, Brazil",55 81 3301-7830,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
NEOPE - CORE SPECIALIZED IN PERNAMBUCO DENTISTRY,https://clinicaneope.com.br/,5.0,neope@hotmail.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,NEOPE - CORE SPECIALIZED IN PERNAMBUCO DENTISTRY,"Empresarial Graham Bell - Av. Frei Matias Teves, 285 - Sala 911 - Ilha do Leite, Recife - PE, 50070-450, Brazil",55 81 3302-6390,Google Places Advanced,1.0,1.0,0.0,Pending,neope@hotmail.com.br,,,70
Studio Sorrir - Odontologia Recife - Lentes Dentais | Implantes | Prótese Protocolo | Invisaling,https://studiosorrir.com.br/?utm_source=GMN&utm_medium=HOME,5.0,contato@studiosorrir.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Studio Sorrir - Odontologia Recife - Lentes Dentais | Implantes | Prótese Protocolo | Invisaling,"Av. Gov. Agamenon Magalhães, 2939 - Sala 301/302 - Espinheiro, Recife - PE, 52021-170, Brazil",55 81 98218-8913,Google Places Advanced,1.0,1.0,0.0,Pending,contato@studiosorrir.com.br,,,70
Rede Exclusive Odontologia,https://redeexclusive.com.br/agende-sua-consulta-dentistas-em-recife-e-olinda/,5.0,sac@redeexclusive.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Rede Exclusive Odontologia,"Av. Caxangá, 205 - sala 907/908 - Madalena, Recife - PE, 50720-000, Brazil",55 81 97309-1311,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Uni Odontologia | Implante Dentário | Lente de Contato Dental | Graças | Recife - PE,http://www.uniodontologiarecife.com.br/,4.0,webmaster@uniodontologiarecife.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Uni Odontologia | Implante Dentário | Lente de Contato Dental | Graças | Recife - PE,"Av. Rui Barbosa, 715 - sala 105 - Graças, Recife - PE, 52011-040, Brazil",55 81 3771-4183,Google Places Advanced,1.0,1.0,0.0,Pending,webmaster@uniodontologiarecife.com.br,,,70
Eu Implantes - Recife/PE - Implantes Dentários,https://www.euimplantes.com.br/,5.0,vendas@www.euimplantes.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Eu Implantes - Recife/PE - Implantes Dentários,"R. Dr. João Asfora, 46 - Ilha do Leite, Recife - PE, 50070-430, Brazil",55 81 3314-2000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
NORDENT - Indústria e comércio de artigos odontológicos e protéticos,http://www.nordent.com.br/,4.0,info@www.nordent.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,NORDENT - Indústria e comércio de artigos odontológicos e protéticos,"R. Sossego, 39 - Centro, Paulista - PE, 53401-405, Brazil",55 81 99621-5318,Google Places Advanced,1.0,1.0,0.0,Pending,industrianordent@hotmail.com,,,70
D&S Equipamentos Médicos e Odontológicos,https://d-e-s-quipamentos-medicos-e-odontologicos.ueniweb.com/?utm_campaign=gmb,5.0,atendimento@d-e-s-quipamentos-medicos-e-odontologicos.ueniweb.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,D&S Equipamentos Médicos e Odontológicos,"R. Dep. Pedro Velho, 84 - Ponto de Parada, Recife - PE, 52041-495, Brazil",55 81 99782-2155,Google Places Advanced,1.0,1.0,0.0,Pending,dsconsultodonto@gmail.com,,,70
OdontoBom,http://www.odontobom.com/,4.0,comercial@www.odontobom.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,OdontoBom,"R. Demócrito de Souza Filho, 503 - Madalena, Recife - PE, 50610-120, Brazil",55 81 3019-5999,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Norsupri Instrumento de Medição,http://norsupri.com/,4.0,comercial@norsupri.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Norsupri Instrumento de Medição,"Rua Padre de - R. Padre Lima e Sá, 99 - Ipsep, Recife - PE, 51350-300, Brazil",55 81 98264-4175,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@norsupri.com,,,70
QUALY DIGITAL LABORATÓRIO DE PRÓTESE ODONTOLÓGICA,http://www.qualydigital.com.br/,4.0,contato@qualydigital.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,QUALY DIGITAL LABORATÓRIO DE PRÓTESE ODONTOLÓGICA,"R. Aracati, 248 - Universitário, Caruaru - PE, 55016-590, Brazil",55 81 99299-4946,Google Places Advanced,1.0,1.0,0.0,Pending,contato@qualydigital.com.br,,,70
Face Studio Lab - Laboratório digital de Próteses Dentárias | Consultoria Especializada para Dentistas,https://facestudio.com.br/,5.0,FaceStudiosaude@gmail.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Face Studio Lab - Laboratório digital de Próteses Dentárias | Consultoria Especializada para Dentistas,"Av. Conselheiro Rosa e Silva, 1460 - Aflitos, Recife - PE, 52020-220, Brazil",55 81 99138-1001,Google Places Advanced,1.0,1.0,0.0,Pending,facestudiosaude@gmail.com,,,70
Grupo Trino,http://www.grupotrino.com.br/,4.0,comercial@grupotrino.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Grupo Trino,"R. Vig. Barreto, 94 - Graças, Recife - PE, 52020-140, Brazil",55 81 3243-8500,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@grupotrino.com.br,,,70
Surgicallog,https://surgicallog.com.br/,5.0,comercial@surgicallog.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Surgicallog,"R. Comendador Bento Águiar, 600 - Ilha do Retiro, Recife - PE, 50750-390, Brazil",55 (81) 3226-9130,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Açaí Saúde - Distribuidora de Produtos Alimentícios em Recife,https://acaisaudeoficial.com.br/,5.0,acaisaudenordeste@gmail.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Açaí Saúde - Distribuidora de Produtos Alimentícios em Recife,"R. Prof. Júlio Oliveira, 115 - Iputinga, Recife - PE, 50800-050, Brazil",55 81 99738-1124,Google Places Advanced,1.0,1.0,0.0,Pending,acaisaudenordeste@gmail.com,,,70
Farmácia Esperança | Delivery em até 1h | Recife - PE,https://farmaciaesperanca.com.br/produtos,5.0,contato@farmaciaesperanca.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Farmácia Esperança | Delivery em até 1h | Recife - PE,"Rua Coronel Pacheco, 1985 - Várzea, Recife - PE, 50741-000, Brazil",55 81 99339-6664,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Farmácia Sindical,http://farmaciasindical.com.br/,4.0,faleconosco@farmaciasindical.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Farmácia Sindical,"R. Princesa Isabel, 91 - Boa Vista, Recife - PE, 50050-055, Brazil",55 800 309 7154,Google Places Advanced,1.0,1.0,0.0,Pending,faleconosco@farmaciasindical.com.br,,,70
Selemar - Health & Nutrition,http://www.selemar.com.br/,4.0,comercial@www.selemar.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Selemar - Health & Nutrition,"R. Feliciano Gomes, 316 - Derby, Recife - PE, 52010-240, Brazil",55 81 3202-6000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Injefarma,http://injefarma.com.br,4.0,irenio.neto@injefarma.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Injefarma,"R. Emetério Maciel, 250 - Várzea, Recife - PE, 50740-120, Brazil",55 81 3252-8000,Google Places Advanced,1.0,1.0,0.0,Pending,irenio.neto@injefarma.com.br,,,70
Dismepe Distribuidora De Medicamentos,https://www.instagram.com/dismepe/,5.0,comercial@www.instagram.com,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Dismepe Distribuidora De Medicamentos,"Rua Coronel Fernando Machado, 1352, Galpão 1, 2, 3 - Jardim São Paulo, Recife - PE, 50910-350, Brazil",55 81 3128-7496,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Ortopedia Especial,http://www.ortopediaespecial.com.br/,4.0,vendas@ortopediaespecial.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Ortopedia Especial,"Estr. dos Remédios, 2340 - Madalena, Recife - PE, 50720-715, Brazil",55 81 3132-1111,Google Places Advanced,1.0,1.0,0.0,Pending,vendas@ortopediaespecial.com.br,,,70
Bio Hair Shine,http://www.biohairshineloja.com.br/,4.0,sac@bhs1.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Bio Hair Shine,"The Plaza Business Center - R. Gen. Joaquim Inácio, 830 - Sl 507 - Ilha do Leite, Recife - PE, 50070-270, Brazil",55 81 3033-2391,Google Places Advanced,1.0,1.0,0.0,Pending,sac@bhs1.com.br,,,70
Lojão das Clínicas Produtos Médicos e Hospitalares - Casa Amarela,http://redelojaodasclinicas.com.br/casa-amarela,4.0,info@redelojaodasclinicas.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Lojão das Clínicas Produtos Médicos e Hospitalares - Casa Amarela,"R. Padre Lemos, 768 - Casa Amarela, Recife - PE, 52070-200, Brazil",55 81 3221-0662,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Cirúrgica Montebello LTDA,https://www.cirurgicamontebello.com.br/,5.0,comercial@cirurgicamontebello.com.br,,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Cirúrgica Montebello LTDA,"BR-101, Sul Km 80 s/n - com acesso pela - R. dos Sonhos - Jardim Jordão, Jaboatão dos Guararapes - PE, 54320-230, Brazil",55 81 3035-9050,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@cirurgicamontebello.com.br,,,70
"Loeffa Software House | Desenvolvimento de Sistemas Web, Aplicativos e Automações",http://loeffa.com/,4.0,contact@loeffa.com,,0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,"Loeffa Software House | Desenvolvimento de Sistemas Web, Aplicativos e Automações","Servidão Maria Laureana Machado, 35 - Rio Tavares, Florianópolis - SC, 88048-035, Brazil",55 48 99630-1700,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Marcos Hayashi Odontologia Digital,http://www.marcoshayashi.com.br/,4.0,sales@www.marcoshayashi.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Marcos Hayashi Odontologia Digital,"Edifício Montpellier - Av. Barão de Itapura, 2294 - sala 56 - Taquaral, Campinas - SP, 13073-300, Brazil",55 19 98401-2003,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Próteses News,http://www.protesesnews.com.br/,4.0,contact@www.protesesnews.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Próteses News,"Av. Dr. Heitor Penteado, 904 - Parque Taquaral, Campinas - SP, 13075-460, Brazil",55 19 3241-1060,Google Places Advanced,1.0,1.0,0.0,Pending,seunome@email.com.br,,,70
GMReis,http://www.gmreis.com.br/,4.0,contato@www.gmreis.com.br,,233,0,"Campinas, SP",SP,False,False,,https://www.linkedin.com/company/gmreis/,,,,,,New Lead,GMReis,"Av. Pierre Simon de Laplace, 600 - Techno Park, Campinas - SP, 13069-320, Brazil",55 19 3765-9900,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Jorge Seriani Centro Capilar | Prótese Capilar,https://jorgeseriani.com.br/,5.0,info@jorgeseriani.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Jorge Seriani Centro Capilar | Prótese Capilar,"R. Primeiro de Março, 254 - Jardim Guanabara, Campinas - SP, 13075-250, Brazil",55 19 99142-0038,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
"Ney Barbearia, Cursos e Prótese Capilar",https://avec.app/neybarbearia/?_gl=1*199ot3u*_gcl_au*NTA1MjAxNTk3LjE3MDUzMTcyNzUuMzY0OTQ5MjAyLjE3MDgzNjAwOTYuMTcwODM2MDgxMg,5.0,atendimento@avec.app,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,"Ney Barbearia, Cursos e Prótese Capilar","R. João Inácio, 76 - Conj. Hab. Parque Itajai, Campinas - SP, 13058-016, Brazil",55 19 98730-3082,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
CS Prótese Dentária,http://www.csproteselab.com.br/,4.0,contato@csproteselab.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,CS Prótese Dentária,"R. Itatiba, 793 - Jardim Novo Campos Eliseos, Campinas - SP, 13050-545, Brazil",55 19 99347-0533,Google Places Advanced,1.0,1.0,0.0,Pending,contato@csproteselab.com.br,,,70
Casa da Prótese,http://casadodente.com.br/,4.0,atendimento@casadaprotese.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Casa da Prótese,"Rua Frei Manoel da Ressurreição, 518 - Jardim Guanabara, Campinas - SP, 13073-221, Brazil",55 19 3242-4770,Google Places Advanced,1.0,1.0,0.0,Pending,atendimento@casadaprotese.com.br,,,70
Ortovan Prosthetics and Orthotics Center,http://www.ortovan.com.br/,4.0,contato@ortovan.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Ortovan Prosthetics and Orthotics Center,"R. José Paulino, 1948 - Centro, Campinas - SP, 13023-102, Brazil",55 19 97162-4106,Google Places Advanced,1.0,1.0,0.0,Pending,contato@ortovan.com.br,,,70
Ocular Prosthetics Aprotética,http://www.aprotetica.com.br,4.0,contato@aprotetica.com.br,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Ocular Prosthetics Aprotética,"Rua Frei Manoel da Ressurreição, 499 - Jardim Guanabara, Campinas - SP, 13073-221, Brazil",55 19 2513-2077,Google Places Advanced,1.0,1.0,0.0,Pending,contato@aprotetica.com.br,,,70
KanedoMed - Manutenção Instrumentos Cirúrgicos,http://www.kanedomed.com/,4.0,sac@www.kanedomed.com,,0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,KanedoMed - Manutenção Instrumentos Cirúrgicos,"R. Émerson José Moreira, 1006 - Parque Taquaral, Campinas - SP, 13087-441, Brazil",55 19 3296-0718,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
